alpha;beta;Xa;Ya;Xb;Yb
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;0;1;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;90.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;1;0
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;95.0;0;1;0;1
25.0;95.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;1;0
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;100.0;1;0;1;0
25.0;100.0;0;1;0;1
25.0;100.0;0;1;0;1
25.0;100.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;1;0
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;1;0
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;1;0
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;1;0
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;0;1;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;105.0;0;1;0;1
25.0;105.0;1;0;0;1
25.0;105.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;0;1;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;0;1;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;1;0
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;0;1;0;1
25.0;110.0;1;0;1;0
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;0;1;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;1;0
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;110.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;0;1;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;115.0;0;1;0;1
25.0;115.0;0;1;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;1;0
25.0;115.0;1;0;0;1
25.0;115.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;1;0
25.0;120.0;0;1;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;1;0
25.0;120.0;0;1;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;1;0
25.0;120.0;0;1;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;0;1;1;0
25.0;120.0;0;1;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;120.0;0;1;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;0;1
25.0;120.0;1;0;1;0
25.0;120.0;1;0;1;0
25.0;120.0;1;0;0;1
25.0;120.0;0;1;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;1;0
25.0;125.0;0;1;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;0;1;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;0;1;0;1
25.0;125.0;1;0;0;1
25.0;125.0;1;0;1;0
25.0;125.0;1;0;1;0
25.0;125.0;1;0;0;1
25.0;125.0;1;0;0;1
25.0;125.0;0;1;1;0
25.0;125.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;0;1;0;1
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;0;1;1;0
25.0;130.0;1;0;1;0
25.0;130.0;0;1;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;0;1;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;0;1;0;1
25.0;130.0;0;1;0;1
25.0;130.0;1;0;0;1
25.0;130.0;1;0;1;0
25.0;130.0;1;0;1;0
25.0;130.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;0;1;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;0;1;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;0;1;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;0;1;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;0;1;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;0;1;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;1;0
25.0;135.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;0;1;0;1
25.0;140.0;0;1;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;0;1;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;0;1;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;0;1;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;0;1
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;1;0
25.0;140.0;1;0;1;0
25.0;140.0;0;1;1;0
25.0;140.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;0;1;1;0
25.0;145.0;1;0;1;0
25.0;145.0;0;1;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;0;1;0;1
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;0;1;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;0;1;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;0;1;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;0;1;0;1
25.0;145.0;0;1;1;0
25.0;145.0;1;0;0;1
25.0;145.0;0;1;0;1
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;0;1;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
25.0;145.0;1;0;0;1
25.0;145.0;0;1;0;1
25.0;145.0;1;0;0;1
25.0;145.0;1;0;1;0
