alpha,beta,Xalpha,Yalpha,Xbeta,Ybeta
169.3,97,0,1,1,0
162.6,77,0,1,0,1
177.6,0,0,1,0,1
71.3,3,1,0,0,1
156.7,132,0,1,1,0
93.8,53,1,0,1,0
134.9,20,1,0,0,1
176.7,103,0,1,1,0
22.6,91,1,0,1,0
122.3,18,1,0,0,1
130.7,80,0,1,1,0
142.6,117,0,1,0,1
153.8,68,0,1,1,0
156.5,144,0,1,0,1
44.2,112,0,1,1,0
110.0,129,1,0,0,1
5.4,17,0,1,0,1
166.7,101,0,1,1,0
146.6,143,0,1,1,0
160.4,142,0,1,1,0
14.3,88,0,1,1,0
75.5,22,1,0,0,1
144.4,128,0,1,1,0
133.9,117,0,1,1,0
26.4,28,0,1,0,1
6.1,95,0,1,1,0
137.4,62,1,0,1,0
149.5,37,0,1,1,0
29.0,115,1,0,1,0
94.7,120,1,0,1,0
18.9,167,0,1,0,1
84.0,21,1,0,1,0
46.9,153,0,1,0,1
152.1,6,0,1,0,1
32.7,101,1,0,1,0
74.2,128,1,0,1,0
37.2,9,1,0,0,1
5.9,39,0,1,1,0
171.2,83,0,1,1,0
34.9,133,0,1,0,1
105.2,177,1,0,0,1
84.8,133,1,0,1,0
74.0,60,1,0,1,0
119.5,38,1,0,1,0
142.9,130,0,1,1,0
83.3,46,1,0,1,0
40.5,178,0,1,0,1
116.7,115,1,0,1,0
90.5,153,1,0,0,1
46.5,86,1,0,1,0
20.8,55,0,1,1,0
51.6,86,1,0,1,0
155.1,178,0,1,0,1
31.2,63,1,0,1,0
50.2,66,0,1,0,1
59.6,58,0,1,0,1
154.5,171,0,1,0,1
121.4,163,1,0,0,1
20.9,103,0,1,1,0
29.0,120,0,1,0,1
141.7,83,0,1,1,0
160.4,6,0,1,0,1
102.0,112,1,0,1,0
35.8,36,0,1,0,1
124.2,91,1,0,1,0
34.6,119,1,0,0,1
177.3,33,0,1,0,1
93.2,12,1,0,0,1
164.3,124,0,1,1,0
48.5,67,1,0,1,0
107.3,23,1,0,0,1
104.4,47,1,0,0,1
62.5,37,1,0,0,1
151.8,107,0,1,1,0
162.9,74,0,1,1,0
95.4,69,1,0,1,0
122.6,49,1,0,1,0
93.0,34,1,0,0,1
78.0,170,1,0,0,1
40.2,161,1,0,0,1
88.9,109,1,0,1,0
13.1,121,0,1,1,0
90.4,64,1,0,1,0
152.5,0,0,1,0,1
150.4,135,0,1,0,1
85.0,131,1,0,1,0
119.0,31,1,0,0,1
85.3,34,1,0,1,0
112.3,133,0,1,1,0
46.2,178,1,0,0,1
172.6,89,0,1,1,0
160.0,122,0,1,1,0
144.0,106,0,1,1,0
114.9,122,1,0,0,1
136.2,120,0,1,1,0
87.2,32,1,0,0,1
149.6,138,0,1,1,0
29.3,21,0,1,0,1
164.7,44,0,1,1,0
114.9,172,1,0,0,1
19.3,153,0,1,0,1
13.1,106,0,1,1,0
83.0,131,1,0,0,1
66.7,12,1,0,1,0
79.5,92,1,0,1,0
10.6,21,0,1,1,0
110.9,169,1,0,0,1
138.0,50,1,0,0,1
75.4,13,1,0,0,1
146.8,111,0,1,1,0
77.3,75,1,0,1,0
61.5,77,1,0,0,1
145.4,82,0,1,1,0
165.1,53,0,1,1,0
11.5,147,0,1,1,0
56.6,169,1,0,0,1
135.8,165,0,1,0,1
161.6,81,0,1,1,0
77.9,17,1,0,0,1
140.5,167,0,1,0,1
119.8,117,1,0,1,0
153.8,53,0,1,1,0
103.0,109,0,1,1,0
101.5,121,1,0,1,0
10.3,156,0,1,0,1
109.8,166,1,0,0,1
90.0,106,1,0,1,0
60.7,114,1,0,1,0
158.1,108,0,1,1,0
15.0,23,0,1,1,0
94.3,124,1,0,1,0
139.9,64,0,1,1,0
21.5,24,0,1,0,1
123.8,140,0,1,1,0
118.8,72,1,0,1,0
79.3,121,1,0,1,0
112.9,66,1,0,1,0
119.0,14,1,0,0,1
154.7,93,0,1,1,0
17.7,142,0,1,0,1
20.5,173,0,1,0,1
100.9,66,1,0,0,1
19.1,72,1,0,1,0
96.3,69,1,0,1,0
62.6,50,1,0,0,1
15.7,120,0,1,0,1
25.2,50,0,1,1,0
59.9,25,1,0,0,1
29.0,144,0,1,0,1
69.6,23,1,0,0,1
41.0,112,1,0,1,0
28.4,103,0,1,1,0
119.6,98,0,1,1,0
112.1,142,1,0,0,1
179.5,116,0,1,1,0
130.3,108,0,1,1,0
79.9,68,1,0,0,1
33.3,104,0,1,0,1
136.1,63,0,1,1,0
31.9,51,0,1,1,0
77.6,101,1,0,1,0
35.6,83,0,1,1,0
30.9,105,0,1,1,0
158.0,1,0,1,0,1
13.1,9,0,1,0,1
53.5,84,1,0,1,0
162.0,107,0,1,1,0
90.7,131,1,0,1,0
59.3,61,1,0,1,0
175.5,167,0,1,0,1
60.2,93,1,0,1,0
50.5,13,1,0,0,1
82.4,140,1,0,0,1
2.8,98,0,1,1,0
40.4,177,1,0,0,1
39.6,115,0,1,1,0
166.8,37,0,1,0,1
46.1,144,1,0,1,0
173.5,118,0,1,1,0
163.0,166,0,1,0,1
83.5,107,1,0,1,0
66.5,128,1,0,0,1
143.8,131,0,1,0,1
18.1,57,0,1,0,1
147.3,177,0,1,0,1
119.9,154,0,1,0,1
81.5,53,1,0,1,0
93.1,50,1,0,1,0
89.9,41,1,0,1,0
18.7,107,0,1,1,0
16.1,148,0,1,0,1
1.6,127,0,1,1,0
111.3,123,1,0,1,0
103.3,99,1,0,1,0
84.5,59,1,0,1,0
84.3,67,1,0,1,0
13.4,98,0,1,1,0
25.9,43,0,1,1,0
74.2,169,1,0,0,1
121.9,50,1,0,1,0
107.9,29,1,0,1,0
16.1,38,0,1,0,1
47.3,113,1,0,1,0
25.7,68,0,1,1,0
120.9,160,1,0,0,1
70.8,30,1,0,1,0
56.6,26,1,0,0,1
126.9,146,1,0,0,1
149.4,143,0,1,0,1
68.7,97,1,0,1,0
76.3,118,1,0,1,0
100.4,146,1,0,0,1
42.6,41,1,0,1,0
67.9,135,1,0,1,0
42.4,132,1,0,1,0
103.2,36,1,0,0,1
95.7,80,1,0,1,0
9.2,170,0,1,0,1
158.8,174,0,1,0,1
144.8,100,0,1,1,0
34.9,126,1,0,0,1
158.1,41,0,1,1,0
51.6,116,0,1,1,0
138.9,36,0,1,0,1
135.1,113,0,1,0,1
30.8,52,0,1,1,0
1.5,20,0,1,0,1
169.7,2,0,1,0,1
41.3,52,1,0,1,0
73.5,29,1,0,1,0
155.3,53,0,1,1,0
97.8,113,1,0,1,0
3.0,61,0,1,1,0
58.9,31,1,0,1,0
105.7,155,1,0,0,1
115.5,29,1,0,0,1
20.4,39,0,1,1,0
41.7,80,0,1,1,0
117.9,90,1,0,1,0
41.6,158,0,1,0,1
8.2,102,0,1,1,0
32.7,156,0,1,0,1
142.1,48,0,1,0,1
87.0,63,1,0,1,0
156.8,118,0,1,1,0
10.3,92,0,1,1,0
145.1,116,0,1,1,0
81.2,169,1,0,0,1
79.8,167,1,0,0,1
99.4,141,1,0,0,1
144.0,14,0,1,0,1
179.2,58,0,1,1,0
107.8,89,1,0,1,0
89.9,178,1,0,0,1
74.2,66,1,0,0,1
35.0,28,0,1,0,1
170.2,4,0,1,0,1
64.9,143,1,0,0,1
48.4,179,1,0,0,1
168.6,82,0,1,1,0
136.9,130,1,0,1,0
28.9,145,1,0,0,1
88.8,80,1,0,1,0
1.6,129,0,1,1,0
143.2,109,1,0,1,0
151.6,131,0,1,0,1
71.3,79,1,0,1,0
23.2,74,0,1,1,0
46.9,54,0,1,0,1
111.1,87,0,1,1,0
172.5,79,0,1,1,0
96.7,83,1,0,1,0
104.6,162,1,0,0,1
55.9,131,1,0,0,1
31.2,48,0,1,0,1
152.4,8,0,1,0,1
71.4,83,1,0,1,0
153.0,124,0,1,0,1
152.0,86,0,1,1,0
45.0,43,1,0,0,1
178.9,58,0,1,1,0
14.6,23,0,1,0,1
53.0,55,0,1,1,0
109.4,107,1,0,1,0
128.5,116,0,1,1,0
67.7,52,1,0,0,1
105.4,41,1,0,0,1
65.3,11,0,1,0,1
153.5,92,0,1,1,0
167.6,43,1,0,1,0
155.9,88,0,1,1,0
42.9,41,1,0,1,0
3.8,121,0,1,1,0
51.6,102,0,1,1,0
161.6,143,0,1,0,1
17.5,41,0,1,0,1
127.9,56,1,0,1,0
95.5,100,0,1,1,0
56.6,112,1,0,1,0
34.1,28,1,0,1,0
122.2,109,1,0,0,1
158.2,97,0,1,1,0
178.4,174,0,1,0,1
36.1,145,0,1,1,0
41.7,116,1,0,1,0
151.0,40,0,1,0,1
123.3,38,0,1,0,1
161.6,77,0,1,1,0
124.1,90,1,0,1,0
158.8,9,1,0,0,1
79.3,82,1,0,1,0
157.5,37,0,1,0,1
157.4,156,0,1,0,1
14.7,28,0,1,1,0
155.9,130,0,1,1,0
104.2,154,1,0,0,1
111.4,87,1,0,1,0
28.7,152,1,0,0,1
38.8,13,0,1,0,1
78.0,143,1,0,0,1
17.5,176,0,1,0,1
173.8,101,0,1,1,0
163.2,16,0,1,0,1
140.4,88,1,0,1,0
114.6,31,1,0,0,1
27.8,15,0,1,0,1
63.2,5,1,0,0,1
78.0,147,1,0,0,1
3.4,29,0,1,0,1
86.7,106,1,0,1,0
24.0,84,0,1,1,0
14.3,68,0,1,1,0
48.2,118,1,0,1,0
106.3,122,1,0,0,1
39.4,21,0,1,0,1
57.8,34,1,0,0,1
96.7,98,1,0,1,0
63.3,20,1,0,0,1
12.8,173,0,1,0,1
128.6,67,1,0,1,0
4.0,147,0,1,0,1
121.8,144,0,1,0,1
179.1,89,0,1,1,0
172.9,135,0,1,1,0
72.7,41,1,0,1,0
43.6,34,1,0,0,1
118.2,89,0,1,1,0
10.2,108,1,0,1,0
42.6,109,1,0,0,1
5.8,23,0,1,0,1
81.6,174,1,0,0,1
157.4,70,0,1,1,0
41.9,135,0,1,0,1
160.2,53,0,1,1,0
132.5,134,1,0,1,0
166.1,47,0,1,1,0
40.6,158,1,0,0,1
163.6,0,0,1,0,1
87.7,6,1,0,0,1
56.6,4,0,1,0,1
34.6,175,1,0,0,1
140.4,100,0,1,1,0
97.6,124,1,0,1,0
133.0,14,1,0,0,1
136.5,131,0,1,0,1
16.6,128,0,1,0,1
81.3,155,1,0,0,1
52.4,118,1,0,1,0
50.9,8,1,0,0,1
141.9,140,0,1,1,0
98.1,102,1,0,1,0
90.5,64,1,0,1,0
94.8,24,1,0,0,1
20.5,117,0,1,1,0
24.2,137,0,1,0,1
140.1,161,0,1,0,1
148.7,46,0,1,0,1
168.8,76,0,1,1,0
5.9,16,0,1,0,1
149.4,146,0,1,0,1
76.6,1,1,0,0,1
61.5,132,1,0,1,0
112.3,106,1,0,1,0
174.9,115,0,1,1,0
134.9,94,0,1,1,0
174.2,148,0,1,0,1
92.8,36,1,0,0,1
122.6,29,1,0,0,1
114.8,50,0,1,1,0
9.7,39,0,1,0,1
120.3,142,1,0,0,1
48.3,148,0,1,1,0
94.8,94,1,0,1,0
73.9,68,1,0,1,0
63.9,48,1,0,1,0
153.4,166,0,1,0,1
8.3,25,0,1,0,1
101.0,77,1,0,1,0
26.6,150,0,1,0,1
14.0,144,0,1,0,1
93.2,111,1,0,0,1
177.3,42,0,1,0,1
140.9,161,0,1,0,1
166.3,0,0,1,0,1
127.2,125,0,1,1,0
100.6,47,1,0,1,0
74.4,78,1,0,1,0
106.6,175,1,0,0,1
91.2,95,1,0,1,0
93.8,53,1,0,1,0
80.7,73,1,0,1,0
89.0,147,1,0,0,1
170.0,5,0,1,0,1
51.8,103,1,0,1,0
14.1,166,0,1,0,1
166.4,158,0,1,0,1
74.2,9,1,0,0,1
152.3,89,1,0,1,0
70.8,131,1,0,0,1
30.2,172,0,1,0,1
56.4,30,1,0,1,0
73.2,54,1,0,1,0
116.0,100,1,0,1,0
6.1,142,0,1,0,1
40.0,91,0,1,1,0
41.0,56,1,0,1,0
164.3,89,0,1,1,0
6.7,36,0,1,0,1
154.0,90,0,1,1,0
53.6,60,1,0,1,0
87.7,21,1,0,0,1
144.4,44,0,1,0,1
43.6,85,1,0,1,0
157.2,28,0,1,0,1
25.4,120,0,1,1,0
102.6,54,0,1,0,1
113.3,160,1,0,1,0
35.5,100,0,1,1,0
116.7,38,1,0,1,0
31.3,82,1,0,1,0
172.3,101,0,1,1,0
101.7,49,1,0,0,1
51.3,168,1,0,0,1
45.1,114,0,1,0,1
100.0,115,1,0,1,0
143.9,61,0,1,1,0
163.0,94,0,1,1,0
117.3,112,1,0,1,0
124.9,111,0,1,1,0
0.2,173,0,1,0,1
102.2,54,1,0,1,0
84.3,162,1,0,0,1
60.8,22,1,0,0,1
116.0,27,1,0,0,1
139.9,24,0,1,1,0
64.0,170,1,0,0,1
150.9,98,0,1,1,0
10.2,127,0,1,1,0
142.6,40,1,0,1,0
30.2,96,0,1,1,0
153.4,34,0,1,0,1
88.0,35,1,0,0,1
117.5,66,0,1,1,0
48.6,165,0,1,0,1
13.0,127,1,0,1,0
98.1,130,1,0,0,1
38.9,171,0,1,0,1
75.1,33,1,0,0,1
156.3,35,0,1,0,1
59.8,31,0,1,0,1
32.9,99,1,0,1,0
63.9,109,1,0,1,0
142.5,39,0,1,0,1
20.7,16,0,1,0,1
135.1,24,1,0,0,1
116.4,152,0,1,0,1
78.9,28,1,0,0,1
34.5,115,1,0,1,0
92.4,71,1,0,1,0
115.5,130,1,0,1,0
168.7,138,0,1,0,1
16.5,66,0,1,1,0
133.2,20,0,1,1,0
172.4,78,0,1,1,0
115.5,122,0,1,1,0
178.0,158,0,1,0,1
129.5,16,0,1,0,1
120.5,178,0,1,0,1
46.5,50,1,0,1,0
95.8,9,1,0,0,1
160.9,111,0,1,1,0
159.0,131,0,1,0,1
54.6,161,1,0,0,1
166.9,95,0,1,1,0
145.9,83,0,1,1,0
75.8,48,1,0,1,0
103.3,133,1,0,1,0
65.7,165,1,0,0,1
122.2,66,1,0,1,0
82.2,106,1,0,1,0
51.7,123,1,0,1,0
170.1,170,0,1,0,1
79.9,60,1,0,1,0
44.3,33,0,1,1,0
91.1,157,1,0,0,1
95.3,141,0,1,1,0
111.9,148,1,0,0,1
171.2,11,0,1,0,1
111.6,31,1,0,0,1
120.3,141,1,0,0,1
118.2,177,1,0,0,1
144.4,77,0,1,1,0
107.5,78,1,0,1,0
95.9,133,1,0,0,1
40.7,25,0,1,0,1
138.6,168,0,1,0,1
110.9,113,1,0,0,1
166.0,22,0,1,0,1
102.4,14,1,0,0,1
139.0,59,0,1,1,0
20.2,148,1,0,0,1
21.3,131,0,1,0,1
145.4,115,1,0,1,0
60.1,29,1,0,1,0
154.2,152,0,1,0,1
151.1,100,0,1,1,0
114.4,101,1,0,0,1
100.6,122,1,0,1,0
157.9,43,0,1,0,1
71.4,151,1,0,0,1
167.5,53,0,1,1,0
89.7,30,1,0,0,1
161.5,138,0,1,1,0
172.1,60,0,1,1,0
21.8,7,0,1,0,1
76.0,90,1,0,1,0
163.6,53,0,1,1,0
1.3,0,0,1,0,1
140.8,14,0,1,0,1
122.1,142,0,1,1,0
147.2,103,0,1,1,0
169.1,6,0,1,0,1
97.4,96,0,1,1,0
169.1,39,0,1,1,0
114.8,0,1,0,0,1
62.0,16,1,0,0,1
15.7,51,1,0,1,0
3.4,114,0,1,1,0
24.7,3,0,1,0,1
134.6,71,1,0,1,0
135.6,80,1,0,1,0
60.4,112,1,0,0,1
100.1,167,1,0,0,1
38.9,142,1,0,0,1
117.6,76,1,0,0,1
70.1,136,1,0,0,1
131.9,150,1,0,1,0
111.5,120,1,0,1,0
108.2,86,1,0,1,0
66.2,179,1,0,0,1
32.5,173,0,1,0,1
152.2,91,0,1,1,0
40.3,71,1,0,1,0
128.9,57,0,1,1,0
29.6,25,1,0,0,1
24.6,1,0,1,0,1
11.1,5,0,1,0,1
150.3,159,0,1,0,1
17.0,71,0,1,0,1
119.6,73,1,0,1,0
56.7,83,1,0,1,0
170.2,136,0,1,0,1
31.0,114,1,0,0,1
78.9,165,1,0,0,1
170.9,147,0,1,1,0
128.0,97,1,0,1,0
52.4,115,1,0,1,0
145.7,135,0,1,1,0
8.1,87,0,1,1,0
171.5,9,0,1,0,1
130.0,60,0,1,1,0
101.5,20,0,1,0,1
158.0,24,0,1,0,1
61.2,167,1,0,0,1
145.2,51,0,1,0,1
21.2,15,0,1,0,1
18.2,67,0,1,1,0
43.9,41,0,1,1,0
22.9,176,0,1,0,1
155.0,27,1,0,0,1
21.6,5,0,1,0,1
71.8,71,1,0,1,0
71.6,12,1,0,0,1
107.4,45,0,1,0,1
154.4,178,0,1,0,1
13.8,38,0,1,0,1
176.8,113,0,1,1,0
61.7,147,1,0,0,1
57.3,131,1,0,0,1
26.8,79,0,1,1,0
162.1,110,0,1,1,0
178.1,49,0,1,1,0
60.9,71,0,1,1,0
126.4,151,1,0,0,1
80.8,133,1,0,1,0
174.2,4,0,1,0,1
69.5,70,1,0,1,0
82.1,50,1,0,1,0
66.5,87,1,0,1,0
128.8,9,1,0,1,0
170.1,155,0,1,0,1
179.1,100,0,1,1,0
103.0,73,1,0,1,0
37.6,109,1,0,1,0
156.4,96,0,1,1,0
136.7,19,0,1,0,1
176.0,49,0,1,0,1
140.5,86,0,1,1,0
126.1,20,0,1,0,1
165.7,56,0,1,0,1
82.6,119,1,0,0,1
107.0,124,1,0,0,1
2.5,152,0,1,0,1
83.8,131,1,0,1,0
178.7,1,0,1,0,1
93.0,48,1,0,0,1
73.8,119,1,0,1,0
99.5,3,1,0,0,1
129.8,26,1,0,0,1
110.9,128,1,0,0,1
28.1,10,1,0,0,1
111.1,70,0,1,1,0
138.0,65,1,0,1,0
130.8,28,0,1,0,1
166.1,150,0,1,0,1
161.5,133,0,1,0,1
44.8,9,0,1,0,1
131.2,147,0,1,1,0
40.4,110,1,0,1,0
22.5,6,0,1,0,1
173.8,23,0,1,1,0
158.4,87,0,1,1,0
40.6,111,0,1,1,0
118.2,28,1,0,1,0
62.8,109,1,0,1,0
88.4,79,1,0,1,0
13.7,25,0,1,1,0
146.7,166,0,1,0,1
68.2,8,1,0,0,1
37.6,135,1,0,1,0
49.0,122,1,0,0,1
11.1,177,1,0,0,1
122.0,122,0,1,1,0
118.8,155,1,0,0,1
109.2,31,1,0,0,1
44.7,48,1,0,1,0
5.5,121,0,1,1,0
32.2,121,0,1,0,1
178.6,10,0,1,0,1
95.6,119,1,0,1,0
99.6,55,1,0,0,1
13.2,119,0,1,1,0
1.6,152,0,1,0,1
88.3,169,1,0,0,1
64.9,79,1,0,1,0
121.7,35,1,0,0,1
80.4,42,1,0,1,0
123.3,150,0,1,0,1
171.0,174,0,1,0,1
30.4,73,0,1,1,0
89.7,115,1,0,1,0
42.7,86,0,1,1,0
59.5,155,1,0,0,1
148.6,81,0,1,1,0
9.4,29,0,1,1,0
107.0,108,1,0,1,0
20.3,45,0,1,1,0
82.1,6,1,0,0,1
113.1,174,1,0,0,1
170.8,76,0,1,1,0
125.6,92,0,1,1,0
56.1,104,1,0,1,0
112.0,139,1,0,1,0
74.7,111,1,0,1,0
155.0,14,0,1,0,1
18.6,97,0,1,1,0
123.3,58,1,0,1,0
127.4,154,1,0,0,1
154.6,45,1,0,0,1
83.9,39,1,0,1,0
74.7,30,1,0,1,0
143.6,58,0,1,1,0
66.9,123,1,0,0,1
132.9,17,1,0,0,1
174.4,87,0,1,1,0
40.7,145,1,0,0,1
107.9,118,1,0,1,0
23.4,128,0,1,1,0
90.2,2,1,0,0,1
155.5,144,0,1,0,1
156.5,154,0,1,0,1
143.5,18,0,1,0,1
133.6,55,1,0,1,0
32.2,70,0,1,1,0
50.5,142,1,0,0,1
111.0,137,1,0,1,0
104.9,137,1,0,1,0
61.4,138,1,0,1,0
111.8,58,1,0,1,0
42.8,147,1,0,0,1
39.1,92,1,0,1,0
101.6,22,1,0,0,1
44.3,95,0,1,1,0
39.6,160,1,0,0,1
127.8,30,1,0,0,1
72.9,42,1,0,0,1
88.7,47,1,0,1,0
23.8,137,0,1,0,1
6.1,3,0,1,0,1
140.7,70,0,1,1,0
160.9,61,0,1,0,1
4.9,177,0,1,0,1
27.8,93,0,1,1,0
88.3,25,1,0,0,1
25.8,27,1,0,0,1
116.9,71,1,0,1,0
82.1,101,1,0,1,0
147.1,139,0,1,0,1
122.7,48,1,0,0,1
142.7,67,0,1,1,0
81.5,27,1,0,0,1
66.8,87,1,0,1,0
121.9,11,1,0,0,1
100.1,80,1,0,1,0
114.7,67,0,1,1,0
146.3,23,0,1,0,1
136.5,28,0,1,0,1
94.3,177,1,0,0,1
89.2,79,1,0,1,0
34.1,129,1,0,1,0
128.7,103,0,1,0,1
136.6,143,1,0,0,1
4.5,168,0,1,0,1
138.9,120,0,1,1,0
51.3,17,1,0,0,1
63.8,48,1,0,1,0
34.4,72,1,0,1,0
64.5,88,1,0,1,0
179.7,122,0,1,0,1
158.8,14,0,1,0,1
62.6,139,1,0,0,1
149.1,77,0,1,1,0
12.9,128,1,0,0,1
141.1,40,0,1,1,0
155.1,94,0,1,1,0
97.8,86,1,0,1,0
135.4,26,1,0,0,1
160.0,20,0,1,0,1
174.6,4,0,1,0,1
60.9,58,1,0,0,1
131.4,162,1,0,0,1
136.0,71,1,0,1,0
47.3,1,0,1,0,1
43.2,135,0,1,1,0
40.5,54,1,0,1,0
146.0,12,0,1,0,1
85.4,168,1,0,0,1
34.4,79,0,1,1,0
145.5,159,0,1,0,1
137.0,73,0,1,1,0
29.6,159,1,0,0,1
173.1,81,0,1,1,0
156.9,50,0,1,0,1
139.9,61,0,1,1,0
154.2,143,0,1,0,1
131.0,32,0,1,0,1
35.5,86,1,0,1,0
48.7,100,1,0,1,0
23.7,80,0,1,1,0
86.3,124,1,0,1,0
153.3,102,0,1,1,0
174.4,89,0,1,1,0
109.6,162,1,0,0,1
105.2,31,1,0,1,0
25.5,161,0,1,0,1
6.0,127,0,1,1,0
168.7,0,0,1,0,1
170.6,41,0,1,1,0
15.7,60,1,0,1,0
102.8,171,1,0,0,1
35.4,121,1,0,0,1
92.6,64,1,0,1,0
155.5,146,0,1,0,1
56.9,70,1,0,1,0
109.9,141,1,0,1,0
108.7,82,1,0,1,0
18.6,142,1,0,1,0
65.4,24,1,0,0,1
34.6,117,0,1,0,1
89.6,88,1,0,1,0
1.3,164,0,1,0,1
31.8,115,1,0,1,0
150.6,86,0,1,1,0
138.0,71,1,0,1,0
122.9,161,1,0,0,1
40.0,55,0,1,1,0
7.9,173,0,1,0,1
23.4,19,1,0,0,1
121.0,41,1,0,0,1
61.2,117,0,1,1,0
55.2,21,0,1,0,1
128.4,77,0,1,1,0
11.0,131,0,1,1,0
19.3,169,0,1,0,1
76.6,57,1,0,1,0
109.7,101,0,1,1,0
107.8,74,1,0,0,1
141.5,85,0,1,1,0
173.1,28,0,1,1,0
68.2,26,1,0,0,1
91.2,138,1,0,1,0
144.3,79,0,1,1,0
77.2,135,1,0,0,1
66.2,25,1,0,0,1
39.3,173,1,0,0,1
134.0,129,0,1,0,1
7.2,138,0,1,1,0
66.0,17,0,1,1,0
119.4,112,0,1,0,1
61.0,74,1,0,1,0
160.8,170,0,1,0,1
19.0,9,0,1,0,1
8.8,152,0,1,0,1
27.6,79,0,1,1,0
33.5,97,1,0,1,0
138.1,27,1,0,0,1
24.9,34,0,1,0,1
36.9,156,0,1,0,1
108.3,44,1,0,0,1
168.4,68,0,1,1,0
75.7,110,1,0,1,0
170.4,66,0,1,1,0
152.9,14,1,0,0,1
36.6,142,0,1,0,1
134.7,59,0,1,1,0
92.0,147,1,0,1,0
60.8,94,1,0,1,0
35.3,68,0,1,1,0
35.6,122,1,0,1,0
172.4,46,0,1,0,1
56.4,87,1,0,1,0
62.6,44,0,1,1,0
44.1,47,1,0,0,1
45.6,12,0,1,0,1
24.4,114,1,0,1,0
92.2,22,1,0,0,1
162.6,132,0,1,0,1
41.3,37,0,1,0,1
43.1,46,1,0,1,0
12.1,140,0,1,0,1
179.6,155,0,1,0,1
56.8,54,1,0,1,0
136.3,65,1,0,0,1
134.3,142,0,1,0,1
96.6,21,1,0,0,1
88.0,179,1,0,0,1
129.8,118,0,1,1,0
113.5,171,0,1,0,1
44.0,3,1,0,0,1
57.4,176,1,0,0,1
35.2,148,0,1,0,1
84.9,147,1,0,0,1
146.2,140,0,1,1,0
125.9,174,0,1,0,1
128.8,71,0,1,1,0
93.8,156,1,0,0,1
20.7,176,0,1,0,1
21.8,166,0,1,0,1
172.7,4,0,1,0,1
128.8,25,0,1,1,0
142.1,29,0,1,0,1
112.5,69,0,1,1,0
149.8,38,0,1,0,1
53.9,171,1,0,0,1
111.4,168,1,0,0,1
14.7,86,0,1,1,0
103.8,33,1,0,1,0
26.2,57,0,1,0,1
173.5,27,0,1,1,0
166.1,26,0,1,0,1
114.0,164,0,1,0,1
31.5,31,0,1,1,0
152.7,6,0,1,0,1
90.4,28,1,0,0,1
72.2,89,1,0,1,0
151.3,69,1,0,1,0
100.0,22,1,0,0,1
175.2,15,0,1,0,1
91.3,88,1,0,1,0
154.5,106,0,1,1,0
68.6,117,1,0,1,0
18.2,50,1,0,1,0
85.9,53,1,0,0,1
27.6,21,0,1,0,1
123.2,47,0,1,0,1
81.0,90,1,0,1,0
168.4,131,0,1,0,1
99.4,154,1,0,0,1
106.5,137,1,0,1,0
81.4,37,1,0,0,1
10.7,61,0,1,0,1
149.6,149,0,1,0,1
44.9,134,1,0,1,0
162.2,72,0,1,1,0
26.2,149,1,0,0,1
23.1,12,1,0,0,1
139.2,62,1,0,1,0
166.2,172,0,1,1,0
115.3,155,0,1,0,1
119.3,24,0,1,0,1
144.5,20,1,0,1,0
165.4,169,0,1,0,1
108.0,120,1,0,1,0
64.9,74,0,1,1,0
82.3,49,1,0,1,0
13.6,137,0,1,0,1
179.3,25,0,1,0,1
61.5,132,1,0,0,1
33.4,135,0,1,0,1
47.6,77,1,0,1,0
77.1,175,1,0,0,1
20.9,94,0,1,1,0
28.3,25,0,1,0,1
51.4,126,1,0,0,1
151.8,23,0,1,0,1
2.5,40,0,1,0,1
106.7,95,1,0,1,0
170.4,132,0,1,0,1
55.7,7,1,0,0,1
88.7,98,1,0,1,0
149.8,160,0,1,0,1
77.2,179,1,0,0,1
69.7,57,1,0,0,1
29.3,97,0,1,1,0
49.1,56,1,0,1,0
144.5,24,0,1,0,1
3.7,53,0,1,0,1
82.7,26,1,0,0,1
172.1,50,0,1,0,1
177.3,151,0,1,0,1
143.6,154,0,1,1,0
5.3,147,0,1,1,0
102.6,152,1,0,0,1
117.9,175,1,0,0,1
126.3,67,0,1,1,0
61.3,70,1,0,1,0
19.6,19,1,0,0,1
40.5,71,1,0,1,0
32.9,72,0,1,1,0
41.9,9,0,1,0,1
29.1,147,0,1,1,0
86.1,33,1,0,1,0
75.3,86,1,0,1,0
29.6,13,0,1,0,1
50.7,155,1,0,1,0
75.9,71,1,0,1,0
0.6,71,0,1,1,0
36.2,65,0,1,1,0
6.0,144,1,0,0,1
106.1,175,1,0,0,1
41.1,30,0,1,1,0
93.3,72,1,0,1,0
39.9,65,1,0,1,0
95.0,77,1,0,1,0
127.0,90,0,1,1,0
135.7,4,0,1,0,1
126.1,73,1,0,1,0
18.1,156,0,1,0,1
125.1,164,1,0,0,1
168.2,6,0,1,0,1
15.3,138,0,1,0,1
139.0,168,0,1,0,1
107.2,37,1,0,0,1
135.6,98,0,1,1,0
106.4,96,1,0,1,0
174.8,173,0,1,0,1
102.8,23,1,0,1,0
160.9,178,0,1,0,1
177.4,86,0,1,1,0
70.4,88,1,0,1,0
159.9,162,0,1,0,1
168.4,99,0,1,1,0
32.5,82,0,1,1,0
4.3,3,0,1,0,1
13.1,62,1,0,0,1
10.3,147,0,1,0,1
82.9,171,1,0,0,1
