alpha,beta,Xalpha,Yalpha,Xbeta,Ybeta
37.5,119,1,0,0,1
92.3,99,0,1,0,1
78.6,59,0,1,1,0
131.5,111,0,1,0,1
16.4,165,1,0,1,0
52.3,11,0,1,1,0
89.9,47,0,1,1,0
55.9,131,1,0,0,1
125.4,86,0,1,0,1
164.4,39,1,0,1,0
132.8,145,1,0,0,1
66.4,77,0,1,1,0
46.1,52,1,0,0,1
152.8,51,0,1,1,0
167.8,65,1,0,0,1
126.5,122,0,1,0,1
135.9,172,0,1,1,0
81.1,117,0,1,0,1
26.3,27,1,0,1,0
21.2,64,1,0,1,0
94.9,47,0,1,1,0
141.5,173,0,1,1,0
113.0,157,0,1,1,0
113.2,103,0,1,0,1
38.8,161,0,1,1,0
92.3,99,0,1,0,1
146.6,84,1,0,0,1
107.2,122,0,1,0,1
128.4,127,0,1,0,1
51.1,12,1,0,1,0
158.3,140,0,1,1,0
43.1,135,1,0,0,1
77.1,70,1,0,1,0
173.9,47,1,0,1,0
169.6,28,1,0,1,0
169.4,47,1,0,1,0
154.9,15,1,0,1,0
102.6,23,1,0,1,0
108.7,143,0,1,0,1
151.7,7,0,1,1,0
140.3,133,0,1,0,1
53.9,118,0,1,0,1
95.9,165,0,1,1,0
78.7,33,1,0,1,0
46.4,17,1,0,1,0
9.2,35,1,0,1,0
18.9,71,1,0,0,1
94.7,2,0,1,1,0
121.0,93,0,1,1,0
107.7,94,0,1,0,1
175.4,90,0,1,0,1
89.7,131,0,1,0,1
111.0,173,0,1,0,1
37.5,157,1,0,1,0
12.2,103,1,0,0,1
29.3,60,1,0,1,0
168.1,171,1,0,0,1
71.8,114,1,0,0,1
87.7,60,0,1,0,1
38.2,48,1,0,1,0
50.1,141,1,0,1,0
46.2,144,1,0,0,1
17.1,146,1,0,0,1
44.1,147,1,0,1,0
98.6,107,0,1,0,1
145.8,51,0,1,1,0
111.1,14,0,1,1,0
17.1,78,1,0,1,0
64.2,7,1,0,1,0
129.9,21,0,1,1,0
175.9,147,1,0,0,1
131.9,23,0,1,1,0
176.1,60,0,1,1,0
147.8,133,1,0,0,1
87.1,176,1,0,1,0
78.8,50,0,1,1,0
6.0,26,1,0,1,0
115.1,7,0,1,1,0
98.8,132,0,1,0,1
38.8,149,0,1,0,1
44.6,91,1,0,0,1
123.0,20,0,1,1,0
63.8,125,1,0,1,0
84.3,153,1,0,1,0
41.5,64,1,0,1,0
117.4,178,0,1,0,1
58.9,121,1,0,0,1
106.2,0,0,1,1,0
10.6,31,1,0,1,0
121.6,154,0,1,0,1
172.4,137,1,0,0,1
67.5,57,1,0,1,0
72.7,26,0,1,1,0
105.7,54,0,1,1,0
63.7,162,1,0,0,1
62.8,142,0,1,0,1
92.3,82,0,1,0,1
76.6,101,0,1,0,1
45.2,143,1,0,0,1
74.4,20,0,1,1,0
177.0,40,1,0,1,0
123.4,18,0,1,1,0
63.6,95,1,0,0,1
89.4,73,0,1,0,1
132.7,45,0,1,1,0
134.0,40,1,0,1,0
22.7,82,1,0,0,1
16.6,150,1,0,1,0
150.0,81,0,1,1,0
73.0,21,1,0,1,0
56.0,52,1,0,1,0
45.6,135,1,0,0,1
30.5,1,1,0,1,0
56.1,68,1,0,1,0
155.0,46,1,0,1,0
87.2,54,0,1,1,0
115.2,177,0,1,1,0
29.2,97,1,0,0,1
153.7,46,1,0,1,0
150.5,28,1,0,1,0
168.5,92,1,0,0,1
124.9,20,0,1,1,0
69.0,13,0,1,1,0
85.3,49,0,1,1,0
60.8,153,1,0,1,0
4.9,151,1,0,0,1
50.3,175,1,0,1,0
84.0,33,0,1,1,0
64.8,11,1,0,1,0
153.4,107,1,0,0,1
178.5,162,1,0,0,1
168.0,46,0,1,1,0
102.3,7,1,0,1,0
133.0,87,0,1,0,1
130.3,24,0,1,1,0
80.0,1,0,1,1,0
133.5,24,0,1,1,0
133.5,97,0,1,0,1
112.2,155,0,1,1,0
179.6,13,1,0,1,0
63.8,102,0,1,0,1
53.0,104,0,1,0,1
108.2,24,0,1,1,0
66.6,82,1,0,1,0
162.3,52,1,0,0,1
65.7,158,1,0,0,1
159.5,79,0,1,0,1
41.3,124,1,0,0,1
97.4,56,0,1,0,1
88.1,68,0,1,1,0
16.3,14,1,0,1,0
96.9,12,0,1,1,0
97.0,4,0,1,1,0
66.4,55,1,0,1,0
21.6,125,1,0,0,1
67.4,127,0,1,0,1
49.7,109,1,0,0,1
103.5,48,0,1,1,0
15.5,138,1,0,1,0
68.0,74,1,0,1,0
103.8,2,0,1,1,0
86.6,96,1,0,0,1
177.8,106,1,0,0,1
48.0,94,1,0,0,1
36.3,49,1,0,1,0
16.5,163,1,0,1,0
177.5,82,1,0,0,1
113.0,128,0,1,0,1
106.5,161,0,1,0,1
26.9,91,1,0,0,1
108.6,129,0,1,0,1
126.4,173,0,1,1,0
96.4,162,0,1,1,0
41.7,59,1,0,1,0
34.0,8,1,0,1,0
140.1,11,0,1,1,0
7.0,169,1,0,0,1
55.8,29,1,0,1,0
82.5,81,0,1,0,1
151.7,39,0,1,1,0
77.4,42,1,0,1,0
88.6,16,0,1,1,0
129.6,41,0,1,1,0
153.0,15,1,0,1,0
28.6,162,1,0,1,0
133.3,116,0,1,0,1
152.9,21,0,1,1,0
28.0,166,1,0,1,0
170.2,107,1,0,0,1
3.7,102,1,0,0,1
176.1,94,1,0,1,0
84.5,85,1,0,1,0
59.6,169,0,1,1,0
51.7,10,0,1,0,1
47.5,107,1,0,0,1
81.3,21,1,0,1,0
155.2,98,1,0,0,1
138.8,99,0,1,0,1
87.2,140,0,1,0,1
51.3,45,1,0,1,0
48.3,85,1,0,0,1
66.0,105,0,1,0,1
149.8,60,0,1,1,0
144.4,37,1,0,1,0
83.7,128,0,1,0,1
18.5,134,1,0,0,1
90.7,163,0,1,1,0
149.4,45,0,1,1,0
13.7,85,1,0,0,1
74.7,114,1,0,0,1
128.9,140,0,1,0,1
12.9,125,1,0,0,1
38.4,11,1,0,1,0
144.4,49,0,1,1,0
70.3,103,0,1,0,1
14.6,132,1,0,0,1
154.3,60,0,1,0,1
169.6,46,1,0,1,0
57.0,100,0,1,0,1
143.1,46,1,0,0,1
155.4,31,0,1,1,0
165.1,7,1,0,0,1
176.8,164,1,0,1,0
173.3,145,1,0,0,1
107.2,56,0,1,1,0
173.2,48,0,1,0,1
72.0,104,0,1,0,1
10.7,62,1,0,0,1
125.6,94,0,1,1,0
77.0,172,0,1,1,0
92.1,8,0,1,1,0
153.4,155,0,1,0,1
126.6,134,0,1,0,1
96.9,106,0,1,0,1
155.8,99,0,1,0,1
19.8,116,1,0,0,1
50.2,63,1,0,1,0
22.7,177,1,0,0,1
150.2,124,1,0,0,1
101.8,6,0,1,1,0
78.8,109,0,1,0,1
127.7,24,0,1,1,0
1.0,61,1,0,0,1
10.8,12,1,0,1,0
19.1,29,1,0,1,0
103.9,167,0,1,1,0
108.2,11,0,1,1,0
0.3,46,1,0,1,0
51.5,122,1,0,0,1
95.2,59,0,1,1,0
179.9,17,0,1,1,0
40.4,128,1,0,0,1
60.1,165,1,0,1,0
106.1,58,0,1,1,0
104.7,176,0,1,1,0
138.9,33,0,1,1,0
44.5,68,1,0,0,1
99.5,127,0,1,0,1
63.2,61,1,0,0,1
154.4,92,0,1,0,1
38.5,179,1,0,1,0
94.1,168,0,1,1,0
9.2,113,1,0,0,1
14.7,20,1,0,1,0
16.9,36,1,0,0,1
105.6,33,0,1,1,0
123.5,68,0,1,0,1
176.8,132,1,0,0,1
149.3,105,0,1,0,1
39.0,142,1,0,1,0
35.4,150,1,0,0,1
82.4,38,0,1,1,0
40.3,54,1,0,1,0
158.8,160,1,0,1,0
106.6,80,0,1,0,1
4.6,111,0,1,0,1
114.8,171,0,1,1,0
54.3,164,1,0,1,0
62.7,26,1,0,1,0
12.2,140,1,0,0,1
88.1,119,1,0,0,1
175.1,39,0,1,1,0
85.2,123,0,1,0,1
23.9,177,1,0,1,0
18.3,129,1,0,0,1
100.9,59,0,1,1,0
125.8,41,0,1,1,0
158.0,146,1,0,0,1
48.3,139,1,0,1,0
72.7,60,0,1,1,0
148.0,44,0,1,1,0
73.7,81,0,1,0,1
66.8,93,1,0,1,0
38.9,80,1,0,0,1
51.4,65,1,0,1,0
162.0,104,1,0,0,1
46.8,4,1,0,1,0
48.7,36,0,1,1,0
50.7,20,0,1,1,0
59.6,10,1,0,1,0
41.1,44,0,1,1,0
130.0,94,0,1,0,1
47.7,133,1,0,0,1
114.7,145,0,1,0,1
127.8,75,0,1,0,1
5.1,48,1,0,0,1
138.6,3,1,0,0,1
79.7,38,1,0,1,0
19.7,65,1,0,0,1
59.7,12,0,1,1,0
91.1,41,0,1,1,0
55.3,10,1,0,1,0
144.1,156,1,0,0,1
0.1,166,0,1,1,0
132.6,31,0,1,1,0
58.1,36,1,0,1,0
161.6,11,0,1,1,0
154.4,84,1,0,0,1
117.3,44,0,1,1,0
96.4,24,0,1,1,0
156.8,24,1,0,1,0
54.2,9,1,0,1,0
32.2,2,1,0,1,0
142.1,146,0,1,1,0
125.2,82,0,1,0,1
3.7,57,1,0,1,0
9.1,83,1,0,0,1
90.9,117,0,1,0,1
162.1,154,1,0,1,0
72.6,21,0,1,1,0
155.3,89,0,1,0,1
101.1,51,0,1,1,0
88.5,87,0,1,0,1
109.9,101,0,1,0,1
54.6,156,1,0,0,1
83.9,49,1,0,1,0
92.3,81,0,1,0,1
151.5,89,0,1,0,1
177.7,27,1,0,1,0
42.3,179,1,0,1,0
179.6,111,1,0,0,1
32.3,7,1,0,1,0
99.7,38,0,1,1,0
51.2,20,1,0,1,0
39.9,118,1,0,0,1
4.0,141,1,0,0,1
43.1,136,1,0,0,1
5.6,27,1,0,1,0
37.9,27,1,0,1,0
91.0,1,0,1,0,1
45.9,136,1,0,0,1
41.0,68,1,0,0,1
84.2,12,0,1,0,1
31.4,12,1,0,1,0
115.7,93,0,1,0,1
57.2,5,1,0,1,0
76.0,158,0,1,1,0
43.3,105,1,0,0,1
152.9,119,0,1,0,1
110.6,79,0,1,0,1
114.6,131,0,1,0,1
165.5,109,0,1,0,1
15.9,104,1,0,0,1
19.4,131,1,0,0,1
14.2,90,1,0,0,1
112.3,67,0,1,1,0
76.2,53,0,1,1,0
135.3,161,1,0,0,1
32.2,113,1,0,0,1
116.0,142,0,1,0,1
2.9,150,0,1,1,0
22.3,129,1,0,0,1
63.6,13,1,0,1,0
113.3,58,0,1,1,0
10.0,127,1,0,0,1
121.7,96,0,1,0,1
134.9,36,0,1,1,0
153.3,143,0,1,0,1
123.0,152,0,1,0,1
76.3,118,0,1,0,1
159.7,9,1,0,1,0
57.8,0,1,0,1,0
106.5,79,0,1,0,1
130.2,178,0,1,1,0
98.4,95,0,1,0,1
51.0,27,1,0,1,0
119.4,19,0,1,1,0
143.2,14,0,1,1,0
34.9,166,1,0,1,0
49.5,88,1,0,0,1
87.2,68,0,1,0,1
80.8,116,0,1,0,1
137.0,117,0,1,0,1
142.4,30,1,0,1,0
141.8,23,0,1,1,0
100.9,13,0,1,1,0
32.7,0,0,1,0,1
17.3,95,1,0,0,1
179.6,109,1,0,0,1
6.2,76,1,0,1,0
98.1,140,0,1,1,0
59.9,48,1,0,1,0
120.8,10,0,1,1,0
6.2,33,1,0,1,0
22.3,111,1,0,0,1
51.2,68,0,1,1,0
106.4,81,0,1,1,0
62.1,121,1,0,0,1
16.1,63,1,0,0,1
51.8,153,0,1,1,0
45.2,122,1,0,0,1
60.7,110,1,0,0,1
73.9,25,0,1,1,0
28.0,118,1,0,0,1
26.6,13,1,0,1,0
4.9,178,1,0,0,1
24.5,97,1,0,0,1
111.7,179,0,1,1,0
131.2,172,0,1,1,0
22.2,90,1,0,0,1
25.0,82,1,0,0,1
41.8,123,1,0,0,1
66.8,62,0,1,0,1
25.6,14,1,0,1,0
6.9,52,1,0,1,0
164.3,11,1,0,1,0
46.6,45,1,0,1,0
5.8,111,1,0,0,1
156.3,68,1,0,0,1
127.9,88,0,1,0,1
57.6,154,1,0,0,1
121.5,31,0,1,1,0
4.9,27,1,0,1,0
154.6,41,1,0,1,0
171.8,171,1,0,1,0
10.9,4,1,0,1,0
64.6,155,0,1,0,1
105.0,141,0,1,1,0
90.6,179,0,1,1,0
67.2,2,0,1,1,0
29.6,41,1,0,1,0
23.5,144,1,0,0,1
144.2,150,1,0,0,1
49.0,17,1,0,1,0
96.4,53,0,1,0,1
76.4,123,1,0,0,1
169.9,147,1,0,0,1
121.0,68,0,1,0,1
88.0,107,0,1,0,1
148.8,178,1,0,0,1
22.1,103,1,0,0,1
81.9,81,0,1,1,0
59.4,17,1,0,0,1
173.6,15,1,0,1,0
110.0,39,0,1,1,0
120.9,80,0,1,0,1
166.6,139,1,0,0,1
44.7,43,1,0,0,1
73.3,111,0,1,0,1
47.2,166,0,1,0,1
162.9,62,1,0,1,0
136.6,117,0,1,0,1
35.9,70,1,0,1,0
24.4,12,1,0,1,0
40.2,42,1,0,1,0
49.7,34,1,0,1,0
164.4,123,1,0,0,1
30.1,56,1,0,0,1
8.0,75,1,0,1,0
154.5,155,0,1,1,0
176.6,110,0,1,0,1
68.7,9,1,0,1,0
141.8,43,1,0,0,1
87.4,8,0,1,1,0
116.8,19,0,1,1,0
175.9,123,1,0,0,1
136.6,54,0,1,1,0
74.3,64,0,1,0,1
128.8,51,0,1,1,0
135.2,39,1,0,1,0
146.9,90,0,1,0,1
173.5,104,1,0,0,1
2.4,49,1,0,1,0
68.1,142,1,0,1,0
10.0,64,1,0,0,1
154.2,70,0,1,1,0
179.0,125,1,0,0,1
115.8,49,0,1,1,0
83.1,73,0,1,1,0
131.6,140,0,1,0,1
166.2,137,0,1,1,0
168.4,10,1,0,1,0
58.2,16,0,1,1,0
75.5,144,0,1,0,1
142.8,44,1,0,1,0
35.7,50,1,0,1,0
157.4,115,1,0,0,1
27.2,69,1,0,0,1
55.5,2,1,0,0,1
143.9,177,0,1,0,1
154.5,34,0,1,1,0
40.2,99,1,0,0,1
11.9,17,1,0,1,0
172.5,71,1,0,0,1
37.0,91,1,0,0,1
124.8,68,0,1,0,1
121.4,21,0,1,1,0
98.5,169,0,1,0,1
13.5,73,1,0,1,0
57.9,40,0,1,1,0
65.9,162,0,1,0,1
40.0,64,1,0,0,1
60.8,108,1,0,0,1
138.0,18,1,0,1,0
165.5,150,0,1,1,0
132.0,44,1,0,1,0
75.6,127,0,1,0,1
137.7,38,0,1,1,0
53.0,73,1,0,0,1
145.1,49,0,1,1,0
16.5,120,1,0,0,1
105.6,57,0,1,1,0
145.7,64,1,0,1,0
175.8,54,0,1,1,0
156.6,4,0,1,1,0
103.3,57,0,1,1,0
78.7,16,0,1,1,0
63.0,164,1,0,1,0
39.0,4,0,1,1,0
134.4,56,1,0,1,0
36.2,16,1,0,1,0
167.9,73,1,0,0,1
177.1,48,1,0,0,1
21.7,32,1,0,1,0
66.0,80,1,0,1,0
48.5,52,1,0,0,1
173.5,64,1,0,0,1
102.9,41,0,1,0,1
159.1,47,0,1,1,0
8.4,175,1,0,1,0
50.7,17,0,1,1,0
142.4,94,0,1,0,1
125.9,137,0,1,0,1
148.3,166,0,1,0,1
144.3,16,0,1,1,0
42.1,23,1,0,1,0
36.3,127,1,0,0,1
65.4,135,1,0,0,1
26.7,170,1,0,1,0
68.1,67,1,0,0,1
61.1,124,1,0,0,1
162.2,62,0,1,1,0
50.6,58,1,0,1,0
169.7,160,0,1,0,1
118.4,168,0,1,1,0
61.0,48,1,0,1,0
87.9,99,1,0,0,1
74.9,179,1,0,1,0
118.0,7,0,1,1,0
157.3,71,1,0,0,1
65.4,5,1,0,1,0
3.8,39,1,0,1,0
172.4,130,1,0,0,1
107.3,173,0,1,1,0
174.4,95,0,1,0,1
53.0,109,0,1,0,1
130.9,24,0,1,1,0
86.5,63,1,0,0,1
125.2,52,0,1,0,1
176.3,26,1,0,1,0
24.0,108,1,0,0,1
176.6,143,1,0,0,1
100.9,27,0,1,1,0
5.8,172,1,0,1,0
40.4,152,1,0,0,1
94.9,35,0,1,1,0
114.3,86,0,1,0,1
92.8,20,0,1,1,0
64.0,176,1,0,1,0
138.7,55,0,1,1,0
44.6,44,1,0,1,0
5.8,83,1,0,0,1
59.3,12,1,0,1,0
73.0,130,0,1,0,1
145.1,19,0,1,1,0
123.6,167,0,1,0,1
45.7,0,1,0,1,0
67.6,89,1,0,0,1
109.3,104,0,1,0,1
40.9,41,1,0,1,0
68.6,82,1,0,0,1
163.5,25,0,1,1,0
19.4,77,1,0,1,0
36.5,48,1,0,1,0
58.7,74,0,1,0,1
23.7,173,1,0,1,0
118.0,101,0,1,0,1
20.2,58,1,0,1,0
108.6,70,0,1,0,1
4.9,25,1,0,1,0
92.8,124,0,1,0,1
10.0,44,1,0,1,0
148.8,75,1,0,1,0
95.6,82,0,1,0,1
91.9,128,1,0,0,1
10.0,168,1,0,0,1
49.3,128,1,0,0,1
88.1,177,0,1,1,0
47.9,49,0,1,1,0
33.0,107,1,0,0,1
78.4,10,0,1,1,0
127.4,136,0,1,0,1
124.4,134,0,1,0,1
44.4,146,0,1,0,1
96.5,5,0,1,1,0
168.9,112,1,0,0,1
46.5,2,1,0,1,0
145.7,174,0,1,1,0
105.2,5,0,1,1,0
45.1,71,0,1,1,0
43.4,56,1,0,0,1
63.3,136,0,1,0,1
111.1,100,0,1,0,1
144.2,77,0,1,1,0
106.1,152,0,1,0,1
129.9,148,0,1,1,0
19.1,55,1,0,0,1
98.1,71,0,1,1,0
82.7,13,0,1,1,0
62.4,22,0,1,1,0
114.2,47,0,1,1,0
151.4,90,0,1,0,1
160.1,12,0,1,1,0
134.2,34,0,1,1,0
31.0,11,1,0,1,0
80.3,131,0,1,0,1
88.3,63,0,1,1,0
106.6,165,0,1,1,0
123.8,67,0,1,1,0
21.4,138,1,0,0,1
131.2,52,0,1,1,0
10.2,166,1,0,0,1
42.4,65,1,0,0,1
100.2,94,0,1,0,1
172.6,141,0,1,1,0
164.7,110,1,0,0,1
91.3,137,0,1,0,1
49.2,167,1,0,0,1
150.8,106,0,1,0,1
142.5,134,1,0,0,1
31.3,22,1,0,1,0
74.5,176,0,1,1,0
58.4,72,1,0,1,0
92.3,75,0,1,1,0
102.6,114,0,1,0,1
47.2,140,1,0,0,1
128.4,174,0,1,1,0
37.4,162,1,0,0,1
86.2,176,0,1,1,0
77.8,156,0,1,0,1
57.4,18,0,1,1,0
25.2,80,1,0,0,1
33.0,145,1,0,0,1
51.5,88,1,0,0,1
34.9,167,1,0,1,0
106.5,21,0,1,1,0
117.8,136,0,1,0,1
175.6,129,1,0,0,1
42.4,138,1,0,0,1
105.6,48,0,1,0,1
71.6,173,0,1,1,0
63.5,75,1,0,1,0
18.7,117,1,0,0,1
65.8,73,1,0,1,0
119.0,138,0,1,0,1
6.2,6,0,1,1,0
8.5,97,1,0,0,1
163.6,78,0,1,0,1
57.6,57,1,0,0,1
22.8,93,1,0,0,1
81.9,28,0,1,1,0
130.4,56,0,1,1,0
166.0,122,1,0,0,1
94.0,103,0,1,0,1
125.2,172,0,1,0,1
29.0,60,1,0,1,0
98.7,66,0,1,0,1
114.6,147,0,1,0,1
144.8,37,1,0,1,0
33.2,105,1,0,0,1
158.3,35,0,1,1,0
33.5,1,1,0,1,0
155.6,116,0,1,0,1
105.5,14,0,1,1,0
6.7,104,1,0,0,1
101.0,38,0,1,1,0
21.7,21,1,0,1,0
131.0,178,0,1,1,0
42.4,15,1,0,1,0
83.5,36,0,1,1,0
69.1,57,0,1,0,1
63.3,71,1,0,0,1
165.0,31,1,0,1,0
96.8,19,0,1,1,0
52.3,157,1,0,0,1
122.4,88,0,1,0,1
162.6,23,1,0,1,0
131.9,165,0,1,1,0
158.1,117,0,1,0,1
125.9,156,0,1,0,1
172.3,89,1,0,1,0
127.4,147,0,1,0,1
154.0,130,0,1,0,1
99.4,169,0,1,1,0
68.1,12,1,0,0,1
93.2,94,0,1,0,1
137.1,3,0,1,1,0
12.7,102,1,0,0,1
28.0,34,1,0,1,0
64.9,6,1,0,1,0
126.1,6,0,1,1,0
56.6,56,0,1,0,1
53.1,97,1,0,0,1
22.7,120,1,0,0,1
64.9,57,1,0,1,0
90.1,19,0,1,1,0
67.6,126,0,1,0,1
67.7,7,0,1,1,0
91.8,124,0,1,0,1
15.0,174,1,0,1,0
8.0,52,1,0,1,0
20.9,84,1,0,0,1
161.5,123,0,1,0,1
34.5,170,1,0,0,1
29.6,121,1,0,0,1
159.8,116,1,0,0,1
168.4,78,1,0,0,1
23.1,126,1,0,0,1
159.9,151,1,0,0,1
12.1,137,1,0,0,1
19.1,151,1,0,0,1
36.4,153,1,0,1,0
83.4,137,1,0,1,0
67.9,18,1,0,1,0
179.9,97,0,1,0,1
16.9,97,1,0,1,0
89.3,162,1,0,0,1
167.3,106,1,0,0,1
28.6,123,1,0,0,1
64.3,155,1,0,1,0
81.7,81,0,1,0,1
25.8,105,1,0,0,1
157.9,130,1,0,0,1
143.1,117,0,1,0,1
62.5,79,1,0,1,0
33.1,75,1,0,0,1
103.9,96,0,1,0,1
168.4,40,0,1,1,0
98.3,15,0,1,1,0
69.7,171,0,1,1,0
127.4,20,0,1,1,0
133.0,50,1,0,1,0
159.9,97,1,0,0,1
139.3,27,0,1,1,0
3.2,1,1,0,1,0
85.7,65,0,1,0,1
101.6,167,0,1,1,0
165.4,178,0,1,0,1
150.1,37,0,1,1,0
115.5,159,0,1,1,0
146.4,26,0,1,1,0
69.3,151,1,0,1,0
30.2,130,1,0,0,1
50.8,50,1,0,1,0
38.4,158,1,0,0,1
86.6,144,1,0,0,1
36.0,109,1,0,0,1
154.6,75,1,0,0,1
22.7,126,1,0,0,1
60.5,170,1,0,0,1
73.3,83,0,1,0,1
107.6,137,0,1,0,1
114.4,17,0,1,1,0
109.7,158,0,1,1,0
51.9,161,1,0,1,0
26.2,172,1,0,0,1
91.1,19,0,1,1,0
170.5,152,1,0,0,1
173.1,63,1,0,1,0
55.4,168,1,0,0,1
9.7,4,1,0,1,0
164.0,23,0,1,1,0
177.8,91,1,0,0,1
152.2,53,0,1,1,0
122.7,126,0,1,0,1
161.7,47,1,0,1,0
82.7,83,0,1,0,1
159.6,174,0,1,1,0
2.1,25,0,1,1,0
169.7,8,1,0,1,0
92.0,174,0,1,1,0
140.2,35,0,1,1,0
12.2,152,1,0,0,1
93.0,58,0,1,1,0
93.3,115,0,1,0,1
95.6,56,0,1,1,0
37.6,161,1,0,1,0
153.7,13,0,1,1,0
94.4,116,0,1,0,1
5.1,177,1,0,1,0
161.1,153,0,1,0,1
149.6,122,0,1,0,1
35.0,86,1,0,1,0
3.2,109,1,0,0,1
148.9,143,1,0,0,1
128.8,136,0,1,0,1
158.5,85,0,1,1,0
153.5,30,0,1,1,0
96.5,143,0,1,0,1
131.6,28,0,1,1,0
39.3,44,1,0,1,0
104.1,111,0,1,0,1
65.8,70,0,1,0,1
71.9,78,0,1,0,1
162.9,168,1,0,0,1
155.6,1,1,0,0,1
117.1,108,0,1,0,1
55.8,151,1,0,0,1
110.2,24,0,1,1,0
13.5,27,1,0,1,0
102.7,61,0,1,1,0
170.3,135,0,1,0,1
34.2,107,1,0,0,1
36.2,25,1,0,1,0
81.3,104,0,1,0,1
104.0,13,0,1,1,0
135.8,122,0,1,0,1
127.6,6,0,1,1,0
63.5,148,1,0,0,1
142.3,3,0,1,1,0
29.8,115,1,0,0,1
131.9,58,0,1,1,0
149.3,114,0,1,0,1
42.5,7,1,0,1,0
112.5,58,0,1,1,0
151.1,117,0,1,0,1
168.6,141,0,1,0,1
95.2,147,0,1,1,0
38.9,73,1,0,0,1
57.0,30,1,0,1,0
124.7,103,0,1,0,1
158.3,169,0,1,1,0
19.5,136,1,0,0,1
125.2,82,0,1,1,0
85.5,161,0,1,0,1
96.9,76,0,1,0,1
25.6,24,1,0,1,0
32.2,25,1,0,1,0
81.8,131,0,1,0,1
34.4,144,1,0,1,0
34.9,38,1,0,1,0
98.7,39,0,1,1,0
58.9,30,1,0,1,0
13.5,125,1,0,0,1
159.0,135,1,0,0,1
159.5,98,0,1,0,1
56.7,6,1,0,1,0
33.0,99,1,0,0,1
31.9,21,1,0,1,0
160.8,176,1,0,1,0
144.0,121,0,1,0,1
115.8,52,0,1,0,1
110.2,51,0,1,1,0
54.8,39,1,0,1,0
33.6,93,1,0,0,1
70.3,110,0,1,0,1
141.6,23,0,1,1,0
28.3,26,1,0,1,0
176.1,10,1,0,1,0
103.1,123,0,1,0,1
26.1,85,1,0,0,1
124.1,5,0,1,1,0
4.5,49,1,0,1,0
118.9,13,0,1,1,0
125.9,51,0,1,1,0
162.6,39,1,0,1,0
63.2,11,1,0,1,0
131.6,14,0,1,1,0
152.4,140,1,0,1,0
29.5,103,1,0,0,1
94.0,94,1,0,0,1
91.2,79,0,1,1,0
121.2,56,0,1,1,0
156.8,58,0,1,1,0
118.1,148,0,1,0,1
99.4,0,0,1,1,0
56.4,7,0,1,1,0
158.9,5,0,1,1,0
73.7,40,0,1,0,1
111.4,6,0,1,1,0
92.8,60,0,1,1,0
74.4,14,0,1,1,0
173.3,132,1,0,0,1
40.3,14,1,0,1,0
117.5,57,0,1,0,1
176.5,71,0,1,0,1
136.2,153,0,1,1,0
133.5,48,0,1,1,0
25.0,26,1,0,1,0
156.9,5,1,0,1,0
26.2,31,1,0,1,0
46.2,98,0,1,0,1
85.3,151,0,1,1,0
62.9,73,1,0,1,0
147.2,7,1,0,1,0
83.9,102,0,1,0,1
97.4,131,0,1,0,1
133.7,49,0,1,1,0
82.4,54,0,1,1,0
137.8,114,0,1,0,1
102.0,55,0,1,1,0
85.1,166,0,1,1,0
151.1,157,0,1,1,0
159.8,179,0,1,0,1
21.5,59,1,0,1,0
92.2,26,1,0,1,0
139.7,45,0,1,1,0
147.8,168,0,1,1,0
42.0,112,0,1,0,1
97.9,131,0,1,0,1
75.4,123,0,1,1,0
106.2,76,0,1,0,1
64.2,147,1,0,0,1
148.0,60,1,0,1,0
104.2,142,0,1,0,1
156.0,145,0,1,1,0
23.3,30,1,0,1,0
167.3,26,1,0,1,0
165.9,114,1,0,0,1
129.6,31,0,1,1,0
43.2,72,1,0,0,1
112.6,128,0,1,0,1
133.2,39,0,1,0,1
13.9,178,1,0,1,0
87.9,85,0,1,0,1
25.5,127,1,0,0,1
24.4,47,1,0,1,0
43.8,133,1,0,0,1
159.0,25,1,0,1,0
146.6,134,0,1,0,1
124.8,136,0,1,1,0
128.8,3,0,1,1,0
55.8,117,1,0,0,1
87.0,100,0,1,0,1
82.8,59,1,0,0,1
66.8,34,1,0,1,0
155.5,64,0,1,1,0
168.5,152,1,0,0,1
17.2,43,1,0,1,0
41.6,10,1,0,1,0
35.1,38,1,0,1,0
140.0,57,0,1,1,0
128.1,112,0,1,0,1
33.0,22,1,0,1,0
29.1,19,1,0,1,0
40.5,144,1,0,0,1
24.4,134,1,0,0,1
178.5,120,1,0,0,1
66.5,161,0,1,1,0
60.5,1,1,0,0,1
71.2,169,1,0,1,0
123.1,28,0,1,1,0
171.2,7,1,0,1,0
107.7,131,0,1,0,1
171.9,114,1,0,0,1
83.4,96,0,1,0,1
105.1,32,0,1,1,0
51.6,39,1,0,1,0
132.7,129,0,1,0,1
74.1,95,0,1,0,1
165.8,74,1,0,0,1
136.1,2,0,1,1,0
70.3,162,0,1,1,0
94.2,110,0,1,0,1
19.6,4,1,0,1,0
31.9,53,1,0,1,0
72.8,42,0,1,1,0
112.0,60,0,1,1,0
130.9,149,1,0,1,0
51.8,40,1,0,1,0
36.9,163,1,0,0,1
153.8,129,1,0,0,1
100.3,98,1,0,0,1
82.1,71,1,0,0,1
147.9,63,0,1,1,0
137.8,57,0,1,0,1
135.0,41,0,1,1,0
