alpha,beta,Xalpha,Yalpha,Xbeta,Ybeta
37.9,167,1,0,1,0
150.8,166,0,1,0,1
130.2,171,1,0,1,0
63.1,123,1,0,0,1
75.7,168,1,0,0,1
74.9,148,0,1,0,1
124.2,30,0,1,1,0
125.2,146,0,1,1,0
0.3,145,1,0,0,1
10.6,2,1,0,1,0
122.2,77,0,1,1,0
158.1,19,1,0,1,0
170.5,107,1,0,0,1
46.1,145,1,0,0,1
32.0,67,1,0,0,1
72.7,104,1,0,0,1
95.9,151,0,1,0,1
100.3,103,0,1,0,1
38.3,28,1,0,1,0
78.2,162,1,0,1,0
58.7,25,1,0,1,0
157.0,69,1,0,1,0
54.9,29,1,0,1,0
105.6,143,0,1,0,1
93.3,176,0,1,1,0
104.1,135,0,1,0,1
66.7,122,0,1,0,1
101.9,123,0,1,0,1
10.3,50,1,0,1,0
25.3,57,1,0,1,0
178.2,74,0,1,0,1
38.1,36,1,0,1,0
82.6,147,0,1,0,1
94.5,9,0,1,1,0
91.1,50,0,1,1,0
26.9,9,1,0,1,0
79.9,83,1,0,1,0
165.5,32,1,0,1,0
103.4,109,0,1,0,1
13.7,91,1,0,0,1
108.0,101,0,1,0,1
76.0,163,1,0,0,1
11.9,145,1,0,0,1
1.5,116,1,0,0,1
101.2,39,0,1,1,0
115.8,72,0,1,0,1
167.8,134,1,0,0,1
146.9,20,0,1,1,0
70.8,124,1,0,0,1
85.6,31,0,1,1,0
171.1,103,1,0,0,1
144.1,159,0,1,0,1
31.7,98,1,0,0,1
27.8,145,1,0,0,1
11.0,103,0,1,0,1
169.5,8,1,0,1,0
39.7,7,1,0,1,0
11.3,109,0,1,0,1
123.1,66,0,1,0,1
156.0,90,0,1,0,1
80.4,164,1,0,0,1
87.0,144,0,1,0,1
47.9,4,1,0,0,1
23.1,169,1,0,0,1
163.9,28,0,1,1,0
50.5,31,1,0,1,0
104.3,111,0,1,0,1
28.3,134,1,0,0,1
164.7,7,0,1,1,0
43.7,32,1,0,1,0
172.9,58,0,1,1,0
45.3,30,1,0,1,0
132.8,111,0,1,0,1
44.7,35,1,0,1,0
114.9,9,0,1,1,0
105.5,71,0,1,0,1
178.8,0,1,0,1,0
100.1,1,0,1,1,0
39.0,124,1,0,0,1
126.0,133,0,1,0,1
49.0,13,1,0,0,1
27.9,25,1,0,1,0
5.8,102,1,0,1,0
64.2,157,1,0,0,1
79.6,69,1,0,0,1
141.4,134,0,1,0,1
119.2,161,0,1,0,1
173.9,146,0,1,0,1
11.5,151,1,0,1,0
108.0,158,0,1,1,0
123.7,95,0,1,1,0
76.2,61,1,0,1,0
117.3,173,0,1,0,1
95.3,31,0,1,1,0
147.8,33,0,1,1,0
60.0,131,1,0,0,1
5.9,87,1,0,0,1
146.9,30,1,0,1,0
1.6,153,1,0,0,1
36.9,163,1,0,1,0
148.7,67,0,1,0,1
145.3,140,1,0,0,1
67.1,129,0,1,0,1
92.3,3,0,1,1,0
27.5,155,1,0,0,1
33.2,29,1,0,1,0
86.3,119,1,0,0,1
91.4,67,0,1,1,0
96.4,133,0,1,0,1
101.6,115,0,1,0,1
57.6,69,1,0,1,0
28.2,100,1,0,0,1
105.8,77,0,1,0,1
72.5,153,0,1,0,1
149.9,27,0,1,1,0
154.4,116,0,1,0,1
100.5,102,0,1,0,1
65.4,127,1,0,0,1
62.0,23,1,0,1,0
158.8,175,0,1,0,1
15.7,43,1,0,1,0
134.2,11,0,1,1,0
150.8,1,0,1,1,0
145.4,102,0,1,0,1
141.5,28,0,1,1,0
178.0,131,0,1,0,1
165.8,178,0,1,1,0
6.3,116,1,0,0,1
26.8,148,1,0,0,1
113.8,46,0,1,1,0
171.1,131,0,1,1,0
13.1,28,1,0,1,0
79.7,39,0,1,1,0
53.7,77,1,0,1,0
132.4,67,0,1,1,0
79.3,118,0,1,0,1
8.1,41,1,0,1,0
108.0,154,0,1,0,1
171.1,2,0,1,0,1
1.6,51,1,0,1,0
5.9,128,1,0,0,1
123.5,104,0,1,0,1
38.1,138,1,0,0,1
175.3,5,1,0,1,0
39.6,120,1,0,0,1
13.3,91,1,0,0,1
139.4,150,0,1,0,1
57.6,1,1,0,1,0
124.0,133,0,1,0,1
107.3,27,0,1,1,0
41.2,93,1,0,1,0
124.2,156,0,1,0,1
160.4,112,1,0,0,1
136.6,133,0,1,0,1
48.0,3,1,0,0,1
174.1,148,0,1,0,1
120.7,53,0,1,1,0
164.9,41,1,0,1,0
105.6,51,0,1,0,1
52.2,59,1,0,1,0
153.3,118,0,1,0,1
161.9,8,1,0,1,0
44.0,54,1,0,1,0
151.1,62,1,0,0,1
145.5,76,0,1,1,0
48.9,163,1,0,0,1
157.1,141,1,0,0,1
8.6,17,1,0,1,0
40.7,55,1,0,1,0
64.7,43,0,1,1,0
14.7,39,1,0,1,0
67.8,73,0,1,0,1
152.3,173,0,1,1,0
65.3,87,1,0,0,1
32.0,99,1,0,0,1
68.8,149,1,0,1,0
8.3,113,1,0,0,1
20.6,89,1,0,0,1
128.3,68,0,1,0,1
7.1,110,1,0,0,1
0.6,116,1,0,0,1
103.6,78,0,1,1,0
71.0,155,1,0,0,1
91.8,141,0,1,0,1
66.8,153,1,0,1,0
36.9,53,1,0,0,1
14.6,110,1,0,0,1
80.3,74,0,1,1,0
160.1,61,1,0,0,1
97.0,22,1,0,1,0
82.7,7,0,1,0,1
142.5,58,0,1,0,1
78.4,6,1,0,1,0
156.1,144,0,1,0,1
22.0,91,1,0,0,1
108.9,149,0,1,0,1
140.9,147,0,1,1,0
132.1,5,0,1,1,0
73.6,67,1,0,0,1
172.8,175,0,1,0,1
145.1,131,0,1,0,1
12.3,80,0,1,0,1
123.8,157,0,1,0,1
13.7,116,1,0,0,1
162.9,40,1,0,1,0
174.0,81,1,0,0,1
67.8,179,1,0,0,1
140.1,63,0,1,1,0
107.6,154,0,1,0,1
158.3,128,1,0,0,1
41.2,155,1,0,1,0
167.5,52,1,0,0,1
86.3,116,0,1,0,1
16.4,11,1,0,1,0
79.2,62,1,0,1,0
7.3,53,1,0,1,0
159.3,109,0,1,0,1
166.2,5,0,1,1,0
167.9,75,1,0,0,1
6.8,112,0,1,0,1
101.6,30,0,1,1,0
35.2,85,1,0,0,1
86.4,83,0,1,0,1
137.7,69,0,1,0,1
0.1,164,0,1,1,0
11.3,12,1,0,1,0
61.1,147,1,0,0,1
31.4,145,1,0,1,0
110.6,74,0,1,1,0
113.9,116,0,1,0,1
39.6,179,1,0,1,0
136.6,19,0,1,1,0
27.0,99,1,0,0,1
87.2,154,0,1,1,0
14.9,34,1,0,1,0
137.2,57,0,1,1,0
89.4,130,0,1,0,1
89.6,104,0,1,0,1
10.2,112,1,0,0,1
57.3,61,1,0,1,0
15.4,125,1,0,0,1
44.5,131,1,0,0,1
47.9,104,1,0,0,1
135.6,151,1,0,0,1
20.7,96,1,0,1,0
112.3,172,0,1,0,1
131.9,148,0,1,0,1
115.2,106,0,1,0,1
10.6,60,1,0,0,1
92.3,142,0,1,0,1
80.7,177,0,1,1,0
159.4,77,0,1,0,1
4.0,133,1,0,1,0
138.3,152,0,1,0,1
24.7,169,1,0,1,0
118.3,151,0,1,1,0
1.9,175,0,1,0,1
19.4,58,1,0,1,0
119.1,9,0,1,1,0
79.2,51,0,1,0,1
2.0,66,1,0,0,1
96.5,174,0,1,1,0
20.4,101,1,0,0,1
103.0,57,1,0,0,1
63.7,155,1,0,0,1
111.3,125,0,1,0,1
54.6,134,1,0,0,1
85.8,128,0,1,0,1
156.3,8,1,0,1,0
7.5,44,1,0,1,0
98.3,53,0,1,1,0
93.7,53,0,1,1,0
67.7,118,0,1,0,1
72.7,92,1,0,0,1
122.0,7,0,1,1,0
141.8,76,0,1,0,1
130.6,172,0,1,0,1
104.3,116,0,1,0,1
113.7,10,0,1,1,0
142.6,131,0,1,0,1
42.4,26,1,0,1,0
13.4,147,1,0,0,1
128.9,9,0,1,1,0
138.3,3,0,1,0,1
165.9,156,0,1,0,1
70.0,150,1,0,0,1
86.1,170,1,0,1,0
122.9,56,0,1,0,1
70.4,37,1,0,1,0
122.7,7,0,1,1,0
133.4,18,0,1,1,0
83.0,179,1,0,1,0
84.4,43,0,1,1,0
22.4,110,1,0,0,1
11.8,159,1,0,0,1
28.3,87,1,0,0,1
150.2,0,1,0,1,0
11.6,136,1,0,0,1
115.5,47,0,1,1,0
177.8,105,0,1,0,1
142.6,105,0,1,1,0
173.6,7,0,1,0,1
72.1,77,0,1,1,0
44.9,77,1,0,1,0
112.4,137,1,0,0,1
32.8,74,1,0,1,0
156.3,23,1,0,1,0
20.9,150,1,0,0,1
70.8,93,0,1,0,1
155.3,86,0,1,0,1
93.1,112,0,1,0,1
26.6,171,1,0,1,0
3.1,36,1,0,1,0
8.4,130,1,0,0,1
39.3,59,1,0,1,0
98.0,34,0,1,1,0
75.9,67,0,1,0,1
178.1,126,1,0,0,1
136.1,31,0,1,1,0
81.3,2,0,1,1,0
3.9,121,1,0,0,1
103.3,157,0,1,1,0
86.7,100,0,1,0,1
23.4,50,1,0,1,0
23.0,56,1,0,1,0
125.1,179,0,1,0,1
105.9,143,0,1,0,1
130.0,77,0,1,1,0
177.7,56,0,1,1,0
44.3,155,1,0,0,1
133.0,44,0,1,1,0
37.7,72,1,0,0,1
119.9,18,0,1,1,0
7.1,134,1,0,0,1
70.9,72,0,1,1,0
82.7,66,0,1,1,0
39.5,87,0,1,1,0
18.2,121,1,0,0,1
76.4,46,0,1,1,0
176.4,165,1,0,1,0
107.3,156,0,1,0,1
140.1,51,0,1,1,0
151.2,96,0,1,0,1
131.7,99,0,1,0,1
5.2,72,1,0,0,1
172.3,25,1,0,1,0
72.8,94,0,1,0,1
96.2,172,0,1,1,0
26.0,95,1,0,0,1
40.7,161,1,0,0,1
114.3,52,0,1,1,0
99.1,50,0,1,1,0
136.3,170,0,1,1,0
96.9,59,0,1,0,1
170.6,40,0,1,1,0
109.8,56,0,1,0,1
165.9,109,0,1,0,1
121.6,86,0,1,1,0
68.7,161,1,0,1,0
120.0,147,0,1,0,1
152.2,23,0,1,1,0
76.7,169,1,0,1,0
161.4,162,0,1,0,1
88.2,42,1,0,1,0
45.3,123,1,0,0,1
18.3,117,1,0,0,1
26.4,79,1,0,0,1
84.6,125,1,0,0,1
64.1,67,1,0,1,0
98.1,21,0,1,1,0
35.4,179,1,0,1,0
13.4,8,1,0,1,0
134.0,139,0,1,0,1
1.2,70,1,0,0,1
55.1,82,1,0,0,1
48.0,23,1,0,1,0
72.6,69,0,1,0,1
75.5,146,0,1,0,1
175.2,66,1,0,1,0
89.3,155,1,0,1,0
25.3,114,1,0,1,0
36.7,66,1,0,1,0
41.5,85,1,0,0,1
41.8,30,1,0,1,0
134.8,104,0,1,0,1
118.7,163,0,1,0,1
13.0,45,1,0,1,0
64.0,160,1,0,0,1
33.7,110,1,0,0,1
99.3,108,0,1,0,1
49.7,88,1,0,0,1
53.4,108,1,0,0,1
29.8,32,1,0,1,0
104.8,6,0,1,1,0
41.0,44,1,0,1,0
142.3,91,0,1,0,1
13.3,48,1,0,1,0
35.4,157,1,0,0,1
47.2,110,1,0,0,1
162.7,29,0,1,1,0
139.7,82,0,1,0,1
165.9,17,1,0,1,0
59.0,118,1,0,0,1
4.7,87,1,0,1,0
146.4,112,0,1,0,1
100.5,43,0,1,1,0
74.9,144,1,0,0,1
61.1,158,1,0,0,1
93.5,132,0,1,0,1
51.3,161,1,0,0,1
169.9,38,1,0,1,0
28.2,83,1,0,0,1
163.0,123,1,0,0,1
108.3,17,0,1,1,0
149.7,40,0,1,1,0
128.3,113,0,1,0,1
85.4,139,1,0,0,1
89.2,176,1,0,0,1
163.0,32,0,1,1,0
56.6,8,1,0,1,0
46.8,65,1,0,1,0
38.4,115,1,0,0,1
3.1,157,1,0,0,1
53.5,104,1,0,0,1
30.5,159,1,0,1,0
48.1,50,0,1,1,0
50.4,139,1,0,0,1
176.9,110,1,0,0,1
127.6,43,0,1,1,0
150.8,46,0,1,1,0
85.1,159,1,0,1,0
137.5,129,0,1,0,1
41.5,29,1,0,1,0
17.7,145,1,0,0,1
83.3,127,0,1,0,1
152.7,100,0,1,0,1
160.6,66,0,1,1,0
93.2,63,0,1,1,0
132.2,5,0,1,1,0
12.3,107,1,0,0,1
119.9,73,0,1,0,1
144.4,52,0,1,1,0
4.7,176,1,0,1,0
179.5,87,1,0,0,1
35.1,47,1,0,1,0
57.0,144,1,0,0,1
124.3,98,0,1,0,1
114.7,64,0,1,0,1
59.5,86,1,0,0,1
53.6,95,1,0,0,1
144.7,60,0,1,0,1
157.8,165,1,0,1,0
88.9,68,0,1,0,1
37.2,17,1,0,1,0
145.6,115,0,1,0,1
136.5,160,0,1,0,1
26.1,159,1,0,0,1
130.7,44,0,1,1,0
48.8,142,1,0,0,1
37.7,9,1,0,1,0
155.4,141,1,0,0,1
144.9,129,0,1,0,1
87.5,174,0,1,1,0
78.3,48,0,1,1,0
28.5,105,1,0,0,1
158.7,9,1,0,1,0
160.0,128,0,1,0,1
141.9,119,0,1,0,1
171.4,179,0,1,1,0
175.0,11,1,0,1,0
93.3,141,0,1,1,0
17.4,53,1,0,0,1
117.1,7,0,1,1,0
104.3,8,0,1,1,0
111.5,49,0,1,1,0
103.7,118,0,1,0,1
54.0,105,1,0,0,1
105.8,62,0,1,1,0
10.5,157,1,0,1,0
30.5,158,1,0,0,1
126.1,5,0,1,1,0
127.2,34,0,1,1,0
30.9,123,1,0,0,1
162.0,87,0,1,0,1
36.7,103,1,0,0,1
46.7,104,1,0,0,1
133.6,11,0,1,1,0
80.1,114,1,0,0,1
83.8,146,0,1,0,1
71.6,171,1,0,0,1
52.2,31,0,1,1,0
3.6,157,1,0,1,0
107.8,139,0,1,0,1
21.7,174,1,0,0,1
167.5,50,0,1,1,0
24.3,93,1,0,0,1
43.9,51,1,0,1,0
133.2,79,0,1,0,1
72.8,42,1,0,1,0
55.5,159,1,0,1,0
123.8,139,0,1,0,1
52.1,11,0,1,1,0
6.7,15,1,0,1,0
139.3,1,1,0,1,0
91.5,27,0,1,1,0
71.3,91,1,0,0,1
118.7,92,0,1,0,1
71.7,53,0,1,1,0
41.1,127,1,0,0,1
31.6,36,1,0,1,0
165.9,152,1,0,0,1
99.0,167,0,1,0,1
151.4,59,0,1,1,0
179.5,47,0,1,1,0
48.1,176,1,0,1,0
38.7,5,1,0,0,1
133.4,169,0,1,1,0
89.1,134,0,1,0,1
80.6,13,1,0,1,0
93.4,60,0,1,1,0
51.4,48,1,0,1,0
88.4,33,1,0,1,0
89.1,134,0,1,0,1
23.0,87,0,1,0,1
79.2,46,0,1,1,0
136.4,163,0,1,1,0
172.4,83,1,0,0,1
10.6,21,1,0,1,0
141.4,91,1,0,0,1
67.8,12,0,1,0,1
100.9,176,0,1,0,1
95.3,55,0,1,0,1
162.8,70,1,0,1,0
116.7,123,0,1,0,1
64.9,111,0,1,0,1
67.7,112,0,1,0,1
129.3,77,0,1,1,0
46.0,143,1,0,0,1
20.5,70,1,0,0,1
86.4,91,0,1,0,1
68.4,4,1,0,1,0
132.1,117,0,1,0,1
128.3,86,0,1,1,0
133.0,45,0,1,1,0
147.5,18,1,0,1,0
156.1,34,1,0,1,0
54.5,94,1,0,0,1
24.1,40,1,0,1,0
56.6,147,0,1,0,1
84.5,163,0,1,1,0
0.7,1,1,0,1,0
118.3,93,0,1,0,1
4.6,66,1,0,1,0
84.8,169,1,0,1,0
53.8,100,1,0,0,1
8.8,63,1,0,1,0
118.8,169,0,1,0,1
169.2,178,1,0,1,0
139.4,108,0,1,0,1
17.3,21,1,0,1,0
76.6,45,0,1,1,0
93.3,31,0,1,1,0
113.8,15,0,1,1,0
18.4,26,1,0,1,0
33.2,33,1,0,1,0
49.5,80,1,0,1,0
157.9,171,0,1,0,1
22.1,3,1,0,1,0
104.1,1,0,1,0,1
151.5,156,0,1,0,1
66.3,173,1,0,1,0
124.0,12,0,1,1,0
95.0,85,0,1,1,0
59.0,42,0,1,1,0
63.4,73,1,0,0,1
132.4,139,0,1,0,1
135.8,155,0,1,0,1
94.9,20,0,1,1,0
178.2,118,1,0,0,1
79.4,43,0,1,1,0
116.5,51,0,1,1,0
29.6,77,1,0,0,1
64.2,76,1,0,1,0
153.2,57,0,1,1,0
178.8,153,0,1,0,1
53.6,28,1,0,1,0
165.6,146,1,0,0,1
165.3,5,0,1,1,0
45.1,82,1,0,0,1
106.0,75,1,0,0,1
111.1,156,0,1,1,0
79.2,170,0,1,1,0
35.4,45,1,0,1,0
105.6,18,0,1,1,0
59.7,150,1,0,0,1
176.2,62,1,0,0,1
65.6,20,1,0,1,0
170.8,117,1,0,0,1
159.9,77,1,0,0,1
78.9,89,1,0,0,1
160.1,43,0,1,1,0
43.6,128,1,0,0,1
50.0,2,1,0,1,0
7.2,94,0,1,0,1
66.1,70,1,0,1,0
45.4,158,1,0,0,1
124.2,122,0,1,0,1
21.6,12,1,0,1,0
50.6,135,1,0,1,0
110.7,116,0,1,0,1
59.9,179,1,0,1,0
7.2,10,1,0,1,0
166.2,132,0,1,0,1
87.1,96,1,0,0,1
133.8,62,0,1,1,0
137.7,38,0,1,1,0
90.6,43,0,1,1,0
22.2,146,1,0,0,1
50.4,77,1,0,0,1
56.9,105,1,0,0,1
89.6,164,0,1,0,1
9.8,124,1,0,0,1
85.8,86,0,1,0,1
10.5,37,1,0,1,0
48.7,33,0,1,1,0
62.5,31,1,0,1,0
172.7,46,1,0,1,0
37.3,19,1,0,1,0
98.5,27,0,1,1,0
67.0,166,1,0,1,0
43.4,168,1,0,0,1
26.6,88,1,0,0,1
174.6,126,0,1,0,1
12.1,90,1,0,0,1
130.5,131,0,1,0,1
95.1,123,0,1,0,1
85.2,126,0,1,0,1
5.7,82,1,0,0,1
151.1,78,0,1,0,1
82.6,177,0,1,1,0
36.1,148,1,0,1,0
42.8,59,1,0,1,0
46.3,76,1,0,1,0
96.5,41,0,1,1,0
4.8,79,1,0,1,0
142.8,161,0,1,1,0
101.8,156,0,1,0,1
77.9,170,0,1,1,0
158.4,85,1,0,1,0
141.6,80,0,1,1,0
83.9,130,0,1,0,1
71.5,132,1,0,0,1
131.2,145,0,1,1,0
179.6,162,1,0,0,1
40.4,125,1,0,0,1
53.3,67,1,0,0,1
54.0,127,0,1,0,1
174.2,125,1,0,0,1
145.9,99,0,1,0,1
161.0,8,0,1,1,0
10.1,2,1,0,1,0
26.6,94,1,0,0,1
63.4,163,0,1,1,0
4.7,30,1,0,1,0
4.8,135,1,0,1,0
85.5,89,0,1,0,1
40.4,123,1,0,0,1
92.6,165,0,1,0,1
113.9,140,0,1,0,1
22.7,52,1,0,0,1
23.2,171,1,0,1,0
69.0,98,0,1,0,1
15.1,140,1,0,0,1
9.0,105,1,0,0,1
42.7,107,1,0,0,1
87.4,29,1,0,1,0
119.3,51,0,1,1,0
145.4,170,0,1,1,0
170.8,150,1,0,0,1
1.8,141,1,0,0,1
141.6,28,1,0,1,0
174.1,62,1,0,1,0
137.5,98,0,1,0,1
170.9,103,1,0,0,1
103.8,45,1,0,1,0
175.4,110,0,1,0,1
172.1,81,1,0,0,1
28.5,26,1,0,1,0
64.2,148,1,0,0,1
102.1,137,0,1,0,1
84.9,70,1,0,0,1
127.4,58,0,1,1,0
88.6,178,0,1,0,1
67.0,24,0,1,1,0
116.8,165,0,1,0,1
36.4,0,1,0,1,0
134.6,26,0,1,1,0
84.2,29,1,0,1,0
112.0,141,0,1,0,1
129.2,65,0,1,0,1
139.6,106,0,1,1,0
64.3,1,0,1,1,0
135.7,134,0,1,0,1
1.0,146,1,0,0,1
81.2,104,1,0,0,1
1.1,83,0,1,0,1
145.7,39,1,0,1,0
22.0,127,0,1,0,1
162.1,39,1,0,1,0
90.5,135,0,1,0,1
164.5,170,0,1,0,1
179.1,118,1,0,0,1
4.3,94,1,0,0,1
23.9,153,1,0,0,1
150.2,61,1,0,0,1
119.8,110,0,1,0,1
69.5,48,0,1,1,0
0.4,32,0,1,1,0
7.0,72,1,0,1,0
68.3,9,1,0,1,0
141.8,29,0,1,1,0
103.3,172,0,1,1,0
110.1,102,0,1,0,1
71.3,132,0,1,0,1
62.1,22,1,0,1,0
179.9,24,1,0,1,0
26.3,107,1,0,0,1
89.5,86,0,1,0,1
160.1,35,1,0,1,0
20.3,92,1,0,1,0
96.4,78,0,1,1,0
68.7,81,1,0,0,1
179.9,48,1,0,1,0
15.1,87,1,0,1,0
129.0,141,0,1,0,1
131.2,116,0,1,0,1
119.0,3,0,1,1,0
38.5,82,1,0,0,1
138.2,144,0,1,0,1
81.7,27,0,1,1,0
111.4,2,0,1,1,0
91.7,9,0,1,1,0
150.3,144,1,0,0,1
119.0,131,0,1,0,1
11.0,132,1,0,0,1
119.6,94,0,1,0,1
153.4,155,0,1,1,0
179.2,83,1,0,0,1
60.8,34,1,0,1,0
86.9,112,1,0,0,1
41.7,20,1,0,1,0
169.9,177,1,0,0,1
8.9,109,1,0,0,1
97.9,163,0,1,0,1
56.4,20,1,0,0,1
2.8,50,1,0,1,0
74.5,105,0,1,0,1
173.1,48,1,0,1,0
167.5,169,0,1,1,0
102.7,140,0,1,0,1
173.9,70,0,1,1,0
107.3,17,0,1,1,0
177.0,105,1,0,0,1
175.8,105,0,1,0,1
166.2,112,0,1,0,1
14.5,106,1,0,0,1
32.8,167,1,0,0,1
154.7,98,0,1,0,1
95.1,87,0,1,0,1
84.3,93,0,1,0,1
67.5,125,0,1,0,1
93.9,170,0,1,1,0
19.4,72,1,0,0,1
158.0,69,0,1,1,0
95.4,101,0,1,0,1
153.4,21,0,1,1,0
21.8,159,1,0,1,0
2.8,100,1,0,0,1
1.6,137,1,0,0,1
11.5,107,1,0,0,1
144.7,43,0,1,1,0
124.0,121,0,1,0,1
169.7,47,1,0,1,0
178.1,82,1,0,0,1
60.6,140,1,0,0,1
55.3,148,1,0,0,1
171.5,140,1,0,0,1
69.8,70,1,0,0,1
13.8,46,1,0,1,0
174.6,147,1,0,0,1
136.8,119,1,0,0,1
141.0,55,0,1,1,0
172.0,60,0,1,1,0
145.2,46,0,1,1,0
116.0,37,0,1,1,0
102.4,146,0,1,0,1
173.2,38,0,1,1,0
30.4,88,1,0,0,1
35.3,162,1,0,1,0
57.4,171,1,0,1,0
91.5,56,0,1,1,0
98.9,137,1,0,0,1
107.8,96,0,1,0,1
5.8,62,1,0,1,0
121.0,115,0,1,0,1
35.6,74,1,0,0,1
113.4,46,0,1,1,0
133.1,100,1,0,0,1
20.9,113,1,0,0,1
22.8,159,1,0,0,1
116.4,7,0,1,1,0
159.4,9,1,0,1,0
67.8,58,0,1,1,0
35.6,9,1,0,1,0
115.5,45,0,1,1,0
160.5,32,1,0,1,0
97.5,29,0,1,1,0
39.5,37,1,0,1,0
73.0,31,0,1,1,0
133.4,39,0,1,1,0
55.7,168,1,0,1,0
14.7,92,1,0,0,1
151.3,131,1,0,0,1
2.5,0,1,0,1,0
143.6,21,0,1,1,0
126.1,168,0,1,1,0
99.9,55,0,1,1,0
20.8,44,1,0,1,0
26.3,62,1,0,1,0
113.5,94,0,1,0,1
124.9,71,0,1,0,1
1.0,132,1,0,0,1
86.5,23,0,1,1,0
31.9,9,1,0,1,0
70.7,42,1,0,1,0
61.2,84,0,1,1,0
40.4,92,1,0,0,1
113.5,121,0,1,0,1
159.3,31,0,1,1,0
43.9,96,1,0,0,1
111.0,172,0,1,0,1
116.9,65,0,1,1,0
146.6,47,0,1,1,0
88.7,54,0,1,1,0
157.8,10,0,1,1,0
28.6,87,1,0,0,1
86.8,170,0,1,0,1
34.3,11,1,0,1,0
120.2,148,0,1,1,0
75.4,1,0,1,1,0
92.3,118,0,1,0,1
32.0,68,1,0,0,1
151.7,157,0,1,0,1
54.8,165,1,0,0,1
90.7,166,0,1,0,1
130.0,178,0,1,1,0
153.0,111,1,0,0,1
59.0,34,1,0,1,0
2.0,8,0,1,1,0
72.0,118,0,1,0,1
4.2,102,0,1,0,1
118.4,29,0,1,1,0
104.7,115,0,1,0,1
169.6,159,1,0,0,1
107.1,65,0,1,1,0
67.4,170,0,1,1,0
115.5,11,0,1,1,0
106.8,71,0,1,0,1
174.1,62,1,0,0,1
90.6,69,0,1,0,1
51.7,131,1,0,0,1
161.8,35,0,1,1,0
0.8,126,0,1,0,1
99.7,99,1,0,0,1
79.4,41,1,0,1,0
142.7,136,0,1,0,1
121.7,45,0,1,1,0
140.8,59,1,0,1,0
110.1,136,0,1,0,1
106.7,7,0,1,1,0
161.6,38,0,1,1,0
137.2,156,0,1,0,1
162.4,151,1,0,0,1
20.9,74,1,0,1,0
97.5,103,0,1,0,1
88.8,70,1,0,0,1
36.6,92,1,0,0,1
154.5,23,1,0,1,0
106.5,156,0,1,0,1
78.9,148,1,0,0,1
35.0,139,1,0,0,1
162.3,0,0,1,1,0
158.2,127,1,0,0,1
78.4,67,0,1,1,0
66.2,90,0,1,1,0
172.8,70,0,1,0,1
142.9,133,0,1,0,1
18.2,164,0,1,0,1
159.5,110,0,1,0,1
10.6,43,1,0,1,0
44.2,17,1,0,1,0
25.8,179,1,0,0,1
34.5,116,1,0,0,1
3.1,19,1,0,1,0
142.9,60,0,1,1,0
145.0,53,0,1,1,0
109.6,35,0,1,1,0
161.3,35,1,0,1,0
87.7,123,0,1,0,1
52.2,31,1,0,1,0
22.9,91,1,0,0,1
44.4,127,1,0,0,1
160.9,160,0,1,0,1
102.6,167,0,1,1,0
76.7,75,0,1,0,1
16.4,40,1,0,1,0
129.3,169,0,1,0,1
163.8,132,1,0,0,1
177.5,63,1,0,1,0
23.5,75,1,0,0,1
102.3,32,0,1,1,0
174.8,170,1,0,0,1
49.6,45,1,0,1,0
71.9,63,0,1,0,1
8.0,123,1,0,0,1
118.4,81,0,1,0,1
98.2,165,0,1,0,1
97.6,13,0,1,1,0
122.2,1,0,1,1,0
69.8,85,1,0,1,0
60.6,88,1,0,0,1
87.0,39,0,1,1,0
152.9,78,0,1,1,0
54.0,98,1,0,1,0
32.5,118,1,0,0,1
142.4,55,0,1,1,0
170.4,32,0,1,1,0
90.7,93,1,0,0,1
96.6,39,0,1,1,0
70.7,150,1,0,0,1
15.1,73,1,0,1,0
176.8,130,0,1,0,1
136.5,151,0,1,0,1
15.7,37,1,0,1,0
175.8,26,1,0,1,0
106.6,159,0,1,1,0
33.0,113,1,0,0,1
80.7,90,1,0,0,1
119.0,151,0,1,0,1
140.5,94,0,1,0,1
80.5,50,0,1,1,0
82.3,3,0,1,1,0
47.5,41,1,0,1,0
9.0,11,1,0,1,0
79.1,120,0,1,0,1
93.0,119,0,1,0,1
103.3,87,0,1,0,1
20.3,82,1,0,0,1
4.5,177,1,0,0,1
94.2,38,0,1,1,0
74.5,175,1,0,1,0
68.8,139,0,1,0,1
2.6,57,1,0,1,0
45.4,83,1,0,1,0
120.3,88,0,1,0,1
68.0,41,0,1,1,0
39.1,178,1,0,0,1
35.0,52,1,0,1,0
151.1,100,0,1,0,1
76.4,8,1,0,1,0
154.0,88,1,0,1,0
85.5,158,0,1,1,0
143.0,3,1,0,1,0
53.3,35,1,0,1,0
69.1,110,1,0,0,1
33.7,7,1,0,1,0
68.0,154,1,0,1,0
149.5,42,1,0,1,0
53.0,128,1,0,0,1
74.9,73,1,0,0,1
173.6,151,0,1,0,1
139.4,160,0,1,0,1
53.9,45,1,0,1,0
42.2,32,1,0,1,0
162.4,124,0,1,0,1
154.9,68,0,1,0,1
80.0,164,1,0,0,1
141.2,92,0,1,0,1
144.7,29,0,1,1,0
71.9,17,0,1,1,0
32.8,162,1,0,0,1
35.0,59,1,0,0,1
31.0,174,1,0,1,0
26.8,121,1,0,0,1
108.1,143,0,1,0,1
56.0,159,1,0,1,0
134.3,109,0,1,1,0
